P_value_shallow,P_value_dnn1,P_value_dnn2
0.09287844869063402 3.5566620989072266e-07,0.002671896000554378 5.6305330650505415e-08,1.0 0.04595367755205247
1.0 0.257292339018353,0.02142326821582888 0.8688664101797143,0.24387633931169267 3.690719197458833e-08
0.009804287047497176 4.623061355815331e-05,0.6651430241851577 0.000883095205266447,5.336294344278621e-05 0.596479439248589
0.10118428540641902 1.4120249005596189e-09,0.4704850173342081 0.0012899866180900667,1.0 2.2582054642465065e-09
1.0 0.16801753088707924,1.0 0.5802206565002064,0.20263126374633844 0.048993236437915644
1.0 3.9880103647380075e-09,0.9122181045688469 0.1763874915565323,0.10829531724439861 1.7216316008859075e-06
1.0 4.872057950839237e-06,1.0 6.908046530581997e-06,1.0 1.4262987855411955e-05
1.0 1.7347265716065442e-06,0.7830718463872289 0.0002990834023242784,0.24669032435367216 4.4502671836095796e-08
0.16041038665227103 0.8322140004893351,0.8709205533387057 5.2119370972767495e-08,0.09943043476176028 1.5979167348061045e-11
1.0 6.134501553786106e-11,0.055291477835998644 0.19007660541162252,1.0 0.05183502886458139
0.8128759213040553 0.0003421817184798805,0.5996971700170483 1.0,1.0 2.7764043729268705e-10
0.11549316367920007 3.301402918591456e-05,0.04877932858419408 0.12982413454291541,0.3367556017484996 0.21400589347602172
0.09283282999939434 0.1326891612816185,0.6575444836366688 2.7247083961436404e-05,0.7895922720981079 1.3887281175720305e-05
1.0 0.08037123623941024,0.39062959274110143 0.7461411308359699,0.36641254939135753 0.44442450532341315
1.0 0.1969070571995895,0.7202338623541349 0.2236463584635564,0.552638274281944 1.0
1.0 0.975482979790383,0.4878437537165922 0.13190892883383493,0.006776399095757587 0.31457033242873983
0.4907101186351109 0.000284839539174787,0.027909904748950137 0.006221984511044854,0.07223637149319376 0.0013271911490258033
0.8035894574747671 1.0,0.6944909752683686 0.0004084509991520459,0.20695979164848946 2.9971122712225124e-07
0.32688929691670665 4.772171909331582e-09,0.10303694647073514 2.0632071734630737e-10,0.04035846283225623 1.3403045080863376e-08
0.10657212846337441 5.960078026865507e-06,1.0 9.056152651013553e-08,1.0 8.918027365425531e-05
0.5633692457257806 4.6996720573314486e-05,0.26818708389599977 1.4458392969483126e-08,0.8172163612014433 5.955002785565284e-06
0.001863341466117028 0.0006129291436345343,1.0 0.0004500009287690532,0.06756292274708962 6.698421533815866e-05
1.0 1.3608369445107275e-11,0.00546209369239969 0.10313057438135136,1.0 0.019171676394028517
0.924866702540564 1.0284931337175991e-07,1.0 0.4924104546903755,1.0 2.1502816312149548e-05
0.7632534638699529 9.429150387958745e-09,0.22642752588206697 2.2625085114855298e-08,1.0 6.859490393936482e-08
0.7749944742571773 8.195283931740563e-06,0.0014716710475846796 0.2700122976550943,0.4656869028251332 3.1484190047645154e-10
0.10251219213906641 0.0008324191615833066,1.0 2.2164015833726318e-05,0.5911119147360946 5.480635330766505e-08
0.7274410084626817 0.9544115140128928,0.24133362467620095 1.2668309674276922e-05,1.0 1.0
0.18263331728431736 5.714200381835881e-05,0.30902325809211684 4.0062587847237774e-08,0.027407960776194947 0.04761830540834143
0.03926566864245064 2.00578382380415e-06,0.9610455512853155 0.009996547951084494,0.472596900199032 0.0036501327794076135
0.0356037492335285 0.6454761916991898,0.14066869770460577 0.12357607308320279,1.0 1.0
0.026851499714831327 0.0839726688405379,0.017314821243803458 1.0,0.5436114800832487 1.0
0.6746959941307671 1.1410536191925825e-09,0.004154461504077712 0.8881142595535094,0.06609164924971064 5.586041823763223e-05
0.13679982946320168 6.655096231733937e-05,1.0 1.0,1.0 0.8420041826616166
1.0 5.0519519130089754e-05,1.0 4.237128717966181e-09,0.013891574081347897 2.2420220018363e-09
1.0 7.62970975508597e-05,0.11403956886555001 1.0,1.0 1.0
1.0 0.0012480336166059971,1.0 0.0004106148578657821,1.0 0.935647928462889
0.009680692678547853 0.0639306222927884,0.2614340922013217 0.036167486410630306,0.07108485581429821 1.0
0.7348318543106713 8.132065726196303e-12,1.0 0.8053642800594887,1.0 2.091586393903246e-15
0.04972260400337421 0.02342949712523277,1.0 0.8399217785453248,0.02480092107364356 3.817194698012668e-08
1.0 0.045728727564529156,0.9597382394174284 6.4781897780108075e-12,0.0055587023268107594 1.2871348319481915e-12
1.0 1.0,4.659616324538509e-07 8.45381512308733e-05,1.0 1.0
0.30219195733357584 0.003567128339213047,1.0 0.0013491880978067777,0.5735784832235692 3.2280514985805e-05
0.4148011461979658 5.0260019517169774e-12,0.38734538093420945 0.0072509137608144265,0.5266047098118026 2.1457796633976347e-12
0.000705719517947337 0.012350691037719795,0.4110755144731851 0.8290424913753258,0.08142665849802173 1.6612069343126388e-06
1.0 1.0,1.527665028489033e-07 0.003419694022915992,2.1223276168797294e-08 3.925387716720016e-08
0.015391244378560869 1.186062766079814e-07,1.0 5.318219117985999e-09,1.0 1.0
0.5770397092751841 4.700363927426653e-10,0.4587364539883524 0.001415797370753885,1.0 1.0
0.46254809450295964 0.0003462118152110483,1.0 1.0,1.0 1.0
0.5695010709792567 3.897787361404229e-06,0.1538954017647855 2.208586995969732e-12,0.3452337268964624 0.7127798130860696
0.013294579363507739 0.5766676676715076,0.016653676590835966 0.025840855518691516,0.03987107633176294 0.0027893909665056295
0.7569055921108159 0.7431716190483328,0.8089057994246813 0.715076620151307,1.0 0.0738180208239112
0.09748579990753439 6.612576942774809e-06,0.045011495113823505 0.1017533472045514,0.04776486258160789 8.869548074781721e-08
0.3416281284301651 3.4807261805029594e-05,1.0 2.2056653012412202e-14,0.03673301842603663 0.8924452089224364
0.1619016425023229 8.879405745578719e-07,0.013925700204619293 0.08820688741508174,1.0 2.6928287588311933e-09
0.878834066474658 9.909756124113732e-05,0.0012554834433501686 0.008341110523495702,0.05530354607997525 0.1098523900549844
1.0 5.5172069747699e-11,0.43511964873202646 1.194548849805945e-09,1.0 1.3132552559260465e-07
0.310979862701941 9.649590979732843e-10,0.44493069399538077 0.5037505577325139,0.6265618558017845 9.595753525367435e-11
0.973723580498224 0.005588957721292585,1.0 1.0,0.17416102748606244 1.0
0.05312200420885739 0.0001758423785115857,1.0 0.8839001312736923,0.13554459146382375 0.0004008359202065261
0.6067726320038488 0.02825989939983823,1.0 1.2394470620345942e-10,0.15682641110185647 0.00029381378443106776
1.0 1.0,1.0 1.0,0.9731825178430966 5.388468798995957e-08
0.5449421689967102 0.4140670419564219,0.7779835177000658 1.7239189482866158e-07,1.0 6.400317277269532e-07
0.1060276852038286 0.2237178825711404,0.2859844905111456 0.19748820224428743,0.4844241615443685 0.02487277710151361
1.0 0.2725472024385896,0.008351986223402422 0.22829543592016302,0.9942568716052985 0.00024550065227133683
0.00015974394919136478 4.836948053878921e-09,1.0 0.487077453659792,1.0 1.9353832709925135e-13
1.0 0.2512722611345289,1.0 0.032876761519598806,0.1074217245554159 4.0931929117347406e-11
0.40856317936949255 0.00042566802464734464,0.35959557922222884 4.089535925594655e-05,0.18014684900615652 0.5118204143472406
0.028270041635759725 0.003941762789215184,1.0 0.0006042745373763215,0.042052368467821205 0.7091768642149305
1.0 1.0,0.9861998804100947 0.003054555198725408,0.24627049527756328 0.014636097462711741
1.0 5.436969465055296e-06,1.0 0.2578853691409909,0.21414756513589864 0.11174874369285025
0.6794391471994569 1.0,0.032940127145630216 1.0,1.0 0.00012965353012547105
1.0 7.094265460609784e-10,0.35500165562762753 2.7911308211790442e-09,1.0 9.940976091906993e-06
0.6294763011279542 0.14042660378865016,1.37010828183717e-06 0.4691162860883046,0.59363218197881 5.458996345790942e-12
1.0 0.9437102236374483,0.4887696776262171 1.0141706970705327e-08,1.0 3.1890730110801025e-11
0.3146688882625975 0.2394877893821326,0.5164269197325905 0.007753661528232812,0.02302022090627095 0.5990678253447952
1.0 1.0,1.0 5.566655726424888e-08,0.01565552712460252 0.15855463211142612
0.8973780488406042 0.023231803353884778,1.0 0.0012596821017183438,1.0 0.0779857647669295
1.0 9.578710726944031e-11,0.9461015285833942 0.5493995003982178,0.3976982462762979 0.00014787262602884807
0.9167713536739973 1.0,1.0 1.0,0.8445249917958447 0.09028787491143642
0.90742002097683 0.10869038690790095,1.0 0.05442403741414857,1.0 5.859158207014162e-12
0.8494543894273093 0.47657342874773667,0.33804688530645466 1.4092694867873485e-10,0.05442039368835516 0.0766718299927527
0.5444977323437894 0.042298837909696296,1.0 1.5153145796197208e-06,1.0 5.332423727037546e-07
1.0 0.0004377568061234158,5.764748333787348e-09 0.643330629896727,1.0 3.719506714276596e-09
0.6533972777444881 0.12471876022354747,0.8361357064169994 0.0005515041930968579,1.0 0.561974547538217
1.0 1.4008685988992106e-11,0.4441344263134595 0.008197117817824907,0.1449022706022648 1.7274486577559516e-07
0.8303496355170292 1.0,1.0 0.0018984932158866256,1.0 1.0
0.028287467447674512 1.0,1.0 0.08090291872530259,0.27394637246790177 4.801687478944078e-05
1.0 0.0001046306702869726,1.0 1.0,1.0 1.0
1.0 1.2138772251347674e-06,0.7603027239417672 8.097703679336673e-06,0.01219715684667386 0.004474469039730191
1.0 0.17408434440183146,0.42638847691177373 3.6187506174507627e-07,4.3388455622381625e-07 3.3926104453121525e-09
1.0 0.007297947285908563,0.8520251248671857 0.0009740689100836033,0.0013625379585558597 0.01627774651688791
1.0 0.0019665472913751886,0.815388299907909 0.9944059286202681,0.36685202353525576 2.027793311782829e-07
0.2923880089417243 2.50664921503157e-14,0.13615351451536148 2.0196588921088766e-08,1.0 9.598044159094315e-07
0.4873102537685855 2.026357096939356e-09,1.0 0.5255434128357368,1.0 3.657017801346387e-11
0.04971098868858028 7.99909251846455e-05,0.038536142073759064 0.0001837239534832619,0.05176054187638419 2.256546923335552e-06
1.0 0.0002084906119744655,1.0 1.0,0.10263753892093067 4.408256907354202e-10
0.0002084968038238421 1.0389922342383391e-07,5.650338557115871e-07 5.175415484602465e-10,1.0 6.156976554135805e-08
2.7985458425437415e-10 0.8678008518856397,0.7761953128415071 5.245079950304173e-12,1.0 4.1949830654587045e-07
0.3335820251494764 2.958989225306705e-07,0.46152442210596056 1.0,0.2795744422106288 0.009658481634154337
0.7435852930814421 6.099568723561448e-06,0.08016283910743836 1.9894817612191368e-07,1.0 0.011314232047231459
0.5536272222101487 1.0,0.5653544760606597 7.609381745854299e-09,0.29932131012517216 0.0048541882932547275
1.0 0.003823602514819833,0.2500228085242704 0.0005081576712489999,0.037803300162733026 4.6332147792696785e-05
1.0 0.49527874923466414,0.5517355919297307 1.0,0.05426847031410164 0.007476466355157151
0.36497443033489635 0.004472101531101856,1.0 0.05202922109702849,0.8316181997787144 0.0005072133290672475
1.0 3.6472188337524006e-08,0.15565168815727237 8.896205400353308e-08,0.12944993496106835 0.09859572198386142
0.8737381329517031 0.0706642863866395,0.069840714145008 9.266532875014102e-06,0.9309234171922207 0.0011504072009381671
0.7961688948638299 1.0,0.08336060388495807 1.6843462026214824e-13,1.0 0.466142027131329
0.1580114983684316 0.8244592825885659,1.0 1.0,0.7830463051547527 0.593635747921003
0.014496442102439524 1.8239392724249226e-07,1.0 2.1142927802483454e-08,1.0 0.00047401347347777025
0.22343195931233062 1.7172991392966023e-05,0.27113946942568207 7.974289187865287e-07,1.0 0.016352955487484656
1.0 1.0,0.08501408451407785 6.824777126338607e-05,1.0 0.0005006448557803204
1.0 0.004798815230499904,0.7498135012236116 0.0016203828099750233,1.0 0.04401359637259709
0.15009302025403884 0.012141582293535076,0.15874546545729973 3.68971264741198e-05,1.0 0.10360737860861571
1.0 1.0,0.3742521586483243 3.3349680687467028e-06,6.066126082431238e-08 1.2426321912915308e-10
1.0 0.544372427406831,0.6546589989945925 0.000552931352219265,0.11340496208782884 4.456679948456793e-08
0.7885839696353576 3.463379441673211e-05,1.0 3.521483761758463e-07,0.7759849478963213 1.0
0.8671144636271534 0.004131962582523181,0.00014406860437397534 0.30925705784447477,0.21696161688667062 1.549397087619393e-05
0.6015202407467246 0.47972414781549816,0.7406820528743087 0.00019385106103762486,0.0440851425610949 2.726397170961791e-06
1.0 1.0,0.56999545936854 0.5451546024365228,1.0 0.07362773213025059
0.0009056419235024566 0.002151755088344789,1.0 7.004106386245731e-06,1.0 0.0035186571881254407
1.0 1.0,0.2696934074942686 7.664314503668176e-07,1.0 1.0
1.0 3.2028578158220957e-08,0.6162611990672142 0.8644723998491269,1.0 1.0
1.0 0.20313745776147396,9.732725253285484e-05 1.9694480045270347e-06,1.0 0.17690229046901249
0.6108946471310979 0.001134524118129769,0.5397792104450092 1.0188273813584955e-06,0.026749493652170414 1.5646383374908133e-05
0.4877720246285402 1.2649876668731714e-08,1.5219370803057444e-07 3.59290166707501e-06,0.3786218158623111 0.5673784726457543
0.0003051908869882267 6.999650334376963e-06,0.3638889102128498 8.202639144025635e-05,0.1379085347927697 1.6708755785113145e-07
0.30923216461265907 0.2730948548888824,0.02861471078570233 0.09504957954169449,1.0 0.5724733343163964
0.15647986501860667 1.3391639456277044e-06,0.255518314495116 2.068783610391173e-06,1.0 1.0
0.23954339668964975 4.339791024223151e-10,0.3755469724236428 0.0021239599716208106,1.0 0.2355982700196259
1.0 4.5278861814566143e-07,1.0 0.0007612254834764054,2.0582581059458624e-07 0.00013305051723093908
0.15421898335066836 4.5511241736044596e-07,0.14862790906880088 9.226571797983159e-10,0.9000638099978555 0.2644620237218282
0.800052608211266 0.003446151681732535,1.0 1.0,0.02526964705393931 0.10445900649222617
0.14175937146096967 3.845885940748277e-11,1.0 1.0,1.0 0.7684969721498616
0.4289238343579525 6.4937788802266635e-09,1.0 5.632583580722747e-09,1.0 0.23650819851682287
1.0 3.767733766695641e-07,0.6393778668506713 2.6011683827184008e-05,0.3413625941415325 0.3463877125968537
1.0 0.00010211117417581915,0.44802732132414236 8.976249242752932e-05,0.2166606489438206 1.0
1.0 0.6691973145777148,1.0 0.10803516188283246,1.0 0.33279958566803725
0.01278621307336536 1.203128821539776e-08,0.6376251727966666 0.020485552875919456,1.0 0.43181256783054567
0.08437569747468512 0.8962033047118181,0.6912709772359021 7.659392718069218e-06,1.0 3.5804196972697324e-06
1.0 1.5586719616052528e-14,5.525416401181797e-05 0.4539920967913333,1.0 0.6276320801270011
0.27889026588038973 4.028061759589671e-08,1.0 0.00036552306649860337,0.6122031366009659 0.4992540562937312
1.0 3.648975925622904e-05,0.17191233908920667 0.0012089336042856967,1.0 0.003985131750536993
0.03731962562462839 8.459289255107631e-05,0.9799389629511771 0.00031180826919928456,1.0 1.0
0.4720531416507978 0.2083870904341403,1.0 0.0034910407025965286,1.0 1.0
0.8015664545211698 0.23964228838468377,0.0820389188019863 0.8685032658442203,0.495100881647021 1.5496019840491972e-07
0.3975000845953584 2.2973722225561822e-06,1.0 0.9663908911751238,0.16194168325312047 0.4492783172402631
1.0 0.8758428576495758,0.1859917055407837 0.02925596291416592,0.600614395966375 0.5759365166903356
1.0 2.218828173806552e-08,1.0 0.0001716349647246778,0.2827437252495325 0.4760985968148391
1.0 0.0009127456614896443,1.0 0.05683899531156231,0.19445572212634057 1.0
1.0 0.007300776870801434,0.777217447612269 0.00018108821460820248,0.10889296839921428 1.0564033861871087e-07
9.572661638121636e-06 0.00040993071893024045,0.836180115277205 1.0,1.0 0.0011657766590454774
1.0 7.132147640106926e-14,0.03136383473985559 7.554462448567289e-12,0.7644272563949392 0.6826329622563055
1.0 0.14867558153980398,1.0 1.0,1.0 0.841603016382881
0.09384866329099686 1.0,0.7429827243674507 0.5587233440465812,1.0 0.002267638758899208
0.047900276331299625 0.001781265978230882,0.9703525798416114 1.0,1.0 1.0
0.2070962728530541 0.0014278306420836202,0.17150902087365757 0.8257696508107812,1.0 1.0
1.0 1.1818074891506179e-07,1.0 7.955163364629116e-10,1.0 1.0
1.0 0.010019542537878085,1.0 1.0,1.0 1.0
1.0 2.0989313116712518e-08,0.005779886011519153 1.1045556180570304e-06,0.5185765301325502 0.8565527239658322
0.7478942717267655 4.9370340320229416e-09,9.816907319337617e-05 1.3424863508815424e-06,1.0 0.36131862549373395
1.0 1.0,1.0 0.9033610411962272,0.0015257954430496165 1.0
1.0 0.0024355206265275074,0.25868631694580646 0.7678332190862764,1.0 1.0
0.6621679907590442 1.991339351279621e-06,1.0 0.0005387676999725449,1.0 0.2523814659481902
0.04376253925556161 1.347495854658069e-08,0.6050749079624839 0.8108048040349921,1.0 1.0
0.044258762751658146 0.0006802749420632569,0.9655319133831002 6.84040449092517e-07,1.0 0.5526484098321702
1.0 5.164265815517278e-08,0.7502239745118174 0.38869447383768657,1.0 0.645712324231996
0.6835297411648575 0.08473192677145364,0.6498165282764682 1.0,1.0 0.809028443742683
3.759631826355431e-08 0.7825763080241404,1.0 4.832477019965689e-07,1.0 0.37942200778153035
0.004646111112773807 0.6429370243293573,1.0 0.9477382192509414,0.32187651254599914 0.24029967358195725
1.0 2.788227538592279e-06,0.49164953619538676 3.2831194122968024e-05,0.8354529763420215 1.0
1.0 0.21002213196608688,0.4610266692024866 0.15250209808320378,1.0 0.7030901859908641
0.7434859842199513 2.7171472885642334e-05,1.0 0.0007421442666492964,0.43403596069140515 0.01934608749013611
1.0 1.0,1.0 1.0,1.0 0.05672953523295874
0.8181296837033152 8.424774924264647e-15,1.0 0.0008130664400457712,1.0 3.385495397000611e-11
1.0 6.474137492637318e-08,1.0 2.2139308434388277e-07,1.0 1.0
0.47958576472593395 3.523476089472364e-09,0.24953084876698522 0.6515279712912904,1.0 1.016965961477344e-06
0.7631675436352363 0.00017536103320976834,0.5529675748301999 9.435265926111283e-08,1.0 0.29358741788165826
0.9719155097652387 3.693033900614247e-05,1.0 1.1033968752104053e-05,7.50342901361999e-08 2.7295050769171343e-06
1.0 1.0,1.0 1.0,1.0 1.0
1.0 6.084031807812258e-11,1.0 1.0,1.0 1.0
0.684125767971019 3.083274788127546e-05,0.5469475703089479 0.48471817229314185,1.0 0.00013037314499265501
1.0 0.5062434982144413,0.1493621948529833 0.6638146054838263,1.0 1.0001125109065854e-09
1.0 1.7348462665453175e-06,0.23382955453185963 0.45207303418229805,1.0 1.0
0.3604801927825512 5.478687618149148e-07,0.9087392222439289 0.26595716794131935,0.34013932495251903 4.559770715795519e-06
1.0 0.6206325302518341,1.0 0.5125246845905521,1.0 0.23942766884569922
0.4009278019141322 9.521544250254452e-11,0.19606308176156073 1.0,1.3273886597270268e-05 0.8842543173511248
0.1495116029255128 0.1577332333686004,0.35303898578448445 0.0009015094064114917,1.0 1.0
1.0 1.0,0.6100451852964626 1.0,1.0 0.1815522813393666
0.8164196452832658 0.8579151464626158,1.0 1.0,1.0 1.0
0.9815657693514788 0.002723875171616195,1.0 0.895803832248227,1.0 0.4790273929214267
0.6762133699779153 0.03623498035168361,0.23925074493391052 7.841972175491458e-06,0.5175842130564875 1.0
0.23856145684588154 1.157104808941817e-06,1.0 3.455767476246091e-08,1.0 0.8618180459104827
0.9678242438863833 1.1207591955934031e-06,0.34658383505740065 0.0032387329976437977,1.0 1.2508458036974194e-06
0.17646372363415902 4.884353998903694e-09,0.8463424588055225 1.0,1.0 0.00035548916670305014
0.5834745677963009 0.8599314463670356,1.0 0.23386824426062797,1.0 1.0
1.0 7.676098647200347e-05,0.44001382299905323 0.004832055479898217,1.0 0.001276798120864834
0.8562343478530058 6.364652671166001e-05,1.0 2.024975620933146e-06,1.0 5.149603199233376e-05
1.0 6.957725797396555e-06,1.0 0.19380990758157568,1.0 0.28448870455608344
0.6026539389697543 0.00011546952847902691,0.6565099063806507 3.21417689756473e-08,1.0 1.3752128865904232e-10
1.0 1.0,1.0 1.0,0.8988097598413827 0.521122396890637
1.0 0.21868296670040652,1.0 0.5851416204597955,1.0 0.9911729712157796
1.0 0.0003566824207440248,1.0 1.0,1.0 3.4643095212639263e-06
0.22078073869647744 0.07788065511353405,1.0 0.13793948641388856,0.6654641206168594 1.0
1.0 0.671190412431699,0.13347329089804502 0.42936477660195604,0.5940035665193826 0.42784591883387146
1.0 1.0,1.0 1.0,0.5259679481662226 0.05148398507630189
1.0 0.1606499948839228,1.0 0.6459829777636765,1.0 0.38739043099737286
1.0 3.5676345903908945e-06,1.0 1.0,0.7757599523614621 0.24105760739316184
0.2231938521422108 0.9845614525091475,0.7726685938404222 5.534465039498583e-09,1.0 0.019181508852177072
0.18682040599544342 0.07220842857994485,0.06585593483527316 6.812371402981565e-10,0.7919312003678477 0.6085043682926672
0.9316895146383224 1.0,1.0 0.6435268811369155,1.0 0.1667116437737096
0.6112711582324557 0.262005462875413,1.0 0.1578764730394697,1.0 7.314473030822265e-10
1.0 0.1873579502113014,1.0 0.09319122014040676,0.5331486098428178 0.1170688473738824
1.0 1.0,1.0 0.1847151084558369,1.0 0.61707805839012
1.0 1.0,1.0 1.0,0.6014397848405187 0.18968838690679246
0.348429342622732 0.003217931324275741,1.0 0.06842137362542106,1.0 1.0
1.0 0.12882317061422982,1.0 0.015366708012120523,1.0 0.6132701342698266
5.4296267988331176e-06 0.32323800036748224,1.0 0.47090637620260933,0.005383822054752243 0.020905171042223367
0.23508734806464063 0.7719445685384176,1.0 0.0003753184512717278,1.0 0.09601390372715898
1.0 1.0,1.0 1.0,0.6652563000879422 0.007961131882269067
2.9900703538719897e-09 0.9067766570636718,1.0 2.243161983401358e-09,0.5074024819130961 9.15990251451224e-08
0.006516456295333237 0.0002583422387692148,1.0 3.5253083003652787e-06,0.09063021627320611 9.349780441478161e-06
0.08991740112647743 0.00033290641428609133,1.0 2.3225222999944914e-05,0.9495919570561155 0.0187168467704051
1.0 0.0007595496296608727,1.0 3.487568436279969e-05,1.0 6.314776692692471e-05
1.0 0.9448884768657795,1.0 1.0,0.08976598490338852 0.9866531468993363
0.16135764998126734 0.7020820585939301,1.0 1.0,1.0 0.005015841781325454
0.6849757585515095 1.0,1.0 6.037479147072069e-07,0.6542382705927414 1.0
0.6592949826154579 0.8903166918155063,0.00010130286974995129 0.0011857777414874516,1.0 0.0018879465195915136
0.9766982518893251 0.6450783156327338,0.859379012395057 1.0,0.1760717002995114 0.019207937058086957
1.0 0.8325834670211892,1.0 0.06411484175204286,0.07349910372589268 0.6551820764098893
1.0 2.3216550969712524e-05,1.0 1.0,1.0 0.0006013613403108773
1.0 0.41132063719448597,1.0 0.6388458683730416,0.8227582600860235 0.01225580158389844
1.0 7.904312606792831e-07,1.0 1.0,1.0 0.1156303312711035
0.1335502088582081 0.44924710910488985,1.0 1.0,1.0 4.204498970070354e-06
1.0 2.2656909228132284e-06,1.0 2.627447927428796e-08,1.0 1.0
1.0 0.8376999253982458,1.0 0.5732770076700519,0.8985197493127132 1.0
0.1445214964423107 1.0,0.911609076950221 0.002627685838233254,0.04912604181905021 4.239552130378954e-08
1.0 0.12438053952380916,1.0 0.07022439492539397,0.6227466951899845 1.0
0.41070951636977127 1.0,1.0 0.058887424771117566,0.1310877229331593 1.0
8.416535400721599e-05 0.9944867634612484,1.0 0.008153475902965541,4.650457434511801e-07 2.833027240581788e-07
1.0 0.19202226622516616,1.0 1.4662160186654112e-05,1.0 0.9248706996373093
1.0 1.7030467985708665e-05,1.0 0.32031248057543116,1.0 0.002055281332143138
1.0 0.220830080577427,1.0 1.0,1.9332352578800586e-06 0.03024115279862361
0.046760170407842555 1.976289424413063e-09,1.0 0.5862837124747805,1.018800962494543e-06 8.883210664366254e-09
0.396253031479424 0.7621459891867985,1.0 0.01551579870872714,0.004341415849335595 0.004934616751438848
1.0 0.0004657146344746544,0.3765803237493332 0.31868199581643253,0.11982807244016949 3.744996628387943e-05
2.3977488389411428e-09 5.367526683674756e-06,0.0016275395157529767 0.0059769558166828714,0.8140057987839303 4.074795755727458e-13
1.0 1.6045659884735397e-12,1.0 7.314392240496059e-13,1.0 1.3972980809976497e-12
1.0 1.0,1.0 0.8313646802922428,0.5254212553958686 0.0031725606392006807
1.0 1.0,1.0 1.649165058850867e-06,0.501521726255622 0.646761873597883
1.0 1.0,1.0 0.6573137327152718,0.9247124572973036 0.5239351640255812
0.6521211185725025 1.1187384277985518e-07,0.004946826825668286 1.0,1.0 0.9014755808444106
1.0 0.0009336354144591553,1.0 1.211229607947763e-05,0.9817547879395256 0.1743552239643571
1.0 1.2599447166263199e-06,1.0 1.1358485487949629e-08,0.1883740373973995 0.00012109274276021717
1.0 0.033687113677909504,1.0 1.0,0.23129614655373876 7.409823671461474e-05
1.0 0.00010562046033498924,0.7322521168083411 0.5057334652645316,0.045235889309141755 0.038368607455891705
1.0 0.8616997493246705,1.0 0.055647471812401234,1.0 7.6051518994069465e-06
1.0 0.4409324928793509,1.0 0.07646183978600554,0.06687368796997001 0.5814686125721039
1.0 0.007520598606071573,0.017626965019364903 1.0,0.00778327355696969 0.0300273746912422
1.0 0.9182390978497892,1.0 4.610115771077335e-08,1.8508205654117318e-06 0.29866777739058037
1.0 0.02643591544382035,1.0 0.5726198657140528,0.08322004332875652 1.843333331373614e-10
1.0 1.0,0.0010049625347764973 0.5583744165645713,1.0 1.0
1.0 1.0,1.0 1.1748443700121011e-06,1.0 1.0
0.27503485166013986 0.0069379917519533235,0.13573681976037272 0.03728053201477082,1.0 0.022019471005068455
1.0 0.8282870723817846,0.025612732133088234 0.17690763499721887,1.0 0.0036994359804155097
4.045008895296033e-07 0.6738988606812364,0.4132955424532544 0.2708499914505585,1.0 0.18678166642202074
1.0 1.0,1.0 0.006282220932367039,0.6021719706872288 0.03471595851310456
1.0 1.1587335809964844e-08,1.0 0.6314313346152476,1.0 8.704224732528749e-05
1.0 1.3610075704790938e-08,1.0 0.0404119745668738,0.7311363288351432 9.918908134206055e-16
1.0 0.024837968717594625,1.0 0.013167636603972417,1.0 0.005278890443286298
0.928550313590344 1.0,1.0 1.0,0.23889424665790476 0.004510321824817613
1.0 0.4765414933770376,1.0 0.13145564785301656,0.00026493975497548963 5.4069883038073896e-05
1.0 1.0,1.0 0.0922890131435734,0.7448280663338454 1.6393757646947392e-09
1.0 0.003017718926734404,1.0 0.2617999464038364,0.5695310525992524 2.9090810004582926e-05
0.19735421210330564 0.014566302159978263,1.0 0.0312861105179452,1.0 0.16260639222841675
1.0 0.29164567291327226,0.004247816544989966 0.47009871275259896,0.028885438287418564 0.9282304520570247
1.0 1.0,1.0 0.000742204560057515,0.01345399921059122 9.503293258163485e-05
1.0 1.0,1.0 1.2604062311976897e-06,1.0 0.0011726122146444127
0.20667692689488631 0.1387884068110709,1.0 0.6172594616794532,1.0 0.00014662948567024697
1.0 0.875401518512906,0.7245111598882448 2.213397487620848e-11,1.0 1.0
0.5736973250724535 0.7576882811664107,1.0 0.028781036810578222,0.824227376970142 2.895091606369832e-07
1.0 4.05462086071311e-11,0.636823851591853 1.0,0.025109614680496793 1.0925751028398914e-06
1.0 1.0,0.40201548530600917 0.07117228782169639,0.22696755112758749 3.165952213983013e-14
0.3825943525191477 1.0,0.207161031885351 2.5386948818180027e-05,0.2201756239948691 0.0011983734661320962
1.0 0.029756357659771977,0.01971097968882062 0.10213804753082265,0.36813235904935665 1.7378281361693972e-10
1.0 8.000910676959906e-06,1.0 0.034852049195678476,1.0 0.25832738848498266
0.7733238612291906 1.0,1.0 0.0013021626621393622,0.618771983030785 0.8535092118811222
0.00017001335110732597 6.275288263257151e-10,1.0 0.06334012411098083,0.39570652145541096 4.4923858071436535e-11
1.0 0.9395391458499422,0.35322015059912953 1.0,0.656866118276163 1.5024927838445598e-05
1.0 1.0,1.0 1.5206180841601011e-07,1.0 1.5317508655033284e-11
0.9547157394450141 0.06365019221546989,1.0 0.728352450974217,0.5364449995943753 3.248458689098923e-08
0.022514153067701513 0.0001514296072606602,1.0 3.596019326243496e-07,0.742286038065378 9.995589196429391e-08
0.2031180070940959 1.0,0.7511598715083593 1.4240609838647207e-11,1.0 1.0
0.7479602488509813 1.0,1.0 0.4588561742853952,0.8580163239766389 4.240120415597356e-06
