P_value_shallow,P_value_dnn1,P_value_dnn2
1.0 0.059765891995482226,0.07808387686599502 0.8960775061491116,1.0 0.9980516189194406
0.10154606201602431 0.2551735083273668,1.0 0.08700562809342302,0.6523701388501997 0.5108391860789038
0.06983681794942527 0.2272435413730392,0.23515306240281925 0.5169997909532554,1.0 0.8403834401301996
0.2307684554860162 0.13656065864781178,0.11290389535001025 0.014859167230492708,0.06883081484297647 1.0
0.5763418115074032 1.0,0.22079283875860095 0.9249635658605616,1.0 0.20801260734365323
0.6081753569875326 0.030402724283158596,1.0 1.0,1.0 1.0
0.3048724197888177 0.8234036268168134,0.17312623779342182 0.07623683529905938,0.47737775302427293 0.04694819294649714
0.9802187835785399 0.40052024160049376,1.0 0.8507553625689706,0.8153339306943059 0.28263985486406584
0.7931025677355907 2.8718189113123885e-05,1.0 0.44934197731338577,0.9373285603997716 0.8981288796958911
1.0 0.05322983866359708,0.22981829830416722 1.0,0.052593388324646176 1.0
0.0731290616145556 0.42819696421686626,1.0 0.2469472522701001,1.0 0.001886879943058868
0.8824658105238614 0.3726556880081849,0.1831193692977488 1.0,0.15758562228604356 0.3981086824776831
0.44764455759499017 0.5517466449065267,1.0 0.07372972051808005,0.41572954684718594 0.5435645563372338
0.6743200400417222 1.0,0.5318571461371362 0.8133616427003898,1.0 0.7893670312343914
0.5028768316370087 0.23465263350194387,1.0 1.0,1.0 0.0034122426816202206
0.33679828304647486 0.5692685077279801,1.0 0.04579737237517738,1.0 1.0
0.8468458508785859 0.00018793820187808276,1.0 0.17531302821646555,0.6529405660003292 0.19911765299794715
0.09152365124627411 0.5324451421651122,0.10192428053615056 0.04137942788058802,0.3381737674452989 0.6864933195384009
1.0 0.8824059364540694,0.23425068035648117 0.3889439215919739,1.0 1.0
1.0 1.0,1.0 1.0,0.8574896638241143 0.8588187175541296
1.0 1.0,0.5797800503244486 0.8944381299447963,0.3336727325144296 0.7671744357741356
1.0 0.8142187487527462,0.34099358002729063 0.008647103949295196,0.7027532836171357 0.6060559017239187
0.35136986765306233 0.2478619359067888,0.21729278671476254 0.1574916372313633,0.906726623117855 0.32624817441540604
0.4905596879747182 0.08709607315127091,0.06426721116934776 1.0,0.33403055800362735 0.3629306458767879
0.5297143278777634 0.27588898866707695,1.0 0.0003608790433681569,0.9270147958225886 0.1730251444103905
0.46021749055542094 0.19883072796778917,1.0 0.41577736147651867,0.8019084344065903 1.0
0.18688423533662307 0.277297089068376,1.0 0.00556921342206376,1.0 1.0
0.42160081119069404 0.08107451130469172,0.2852312511521716 0.44574697507652283,1.0 0.015684287342951707
0.9600345648509363 1.0,0.2855332497948503 0.5780695940410921,1.0 0.9201490313465438
0.899133500769101 0.959942643552065,0.649858964959702 0.1997664115201161,1.0 1.0
0.6334779665199983 0.6718900483518557,0.16842052387865147 0.021077967722909506,0.9822612368645003 0.021678289235288778
0.556443487825177 0.07320729480004813,0.7174420725477441 0.8240443995510296,1.0 1.0
0.31263580051105255 0.38934752858866584,0.03754656002272571 1.0,0.3959044381280168 0.6337910315731835
1.0 0.5597595253200962,0.6464513659093929 1.0,1.0 1.0
0.07449138529792361 0.5516178840069749,1.0 0.015079739863165855,1.0 0.9976526067399301
0.18157506144685437 0.00244725612788234,0.6803862736716659 0.47386023316264037,0.6928392618069077 0.5422179801539302
0.05570918244462318 0.7929733101550341,0.8353332387352098 0.09117800940803368,0.14555077674326145 1.0
0.02886733202858853 1.0,1.0 0.33143103748855895,1.0 1.0
0.22213893737903614 0.09600448228010305,0.3414372301999943 0.8589253726058603,1.0 1.0
0.1782954704330384 0.20539916387410942,1.0 0.9769027674196428,0.7491181706336748 0.5409905541267038
1.0 0.00027735564586440803,1.0 0.5193890115609758,1.0 0.277380440561416
0.32644646776531444 0.36307813837940406,1.0 0.256526561306057,0.8748353894337726 0.5433218332345686
0.6763246676857196 0.1458173719650081,0.2714807874516324 1.0,0.6719099729962497 0.18036899671740664
1.0 1.0,0.6631182583572554 0.7055023103297315,1.0 0.7575918904942323
0.5501772854992634 0.09671975910653527,1.0 1.0,0.694242871153359 0.1601210707312464
1.0 0.2605851051612497,0.5885640549521504 0.9881507906086591,1.0 1.0
0.6401287390185828 0.9791462932336372,0.2644226899488072 0.08953443928186926,1.0 0.3458403890333457
1.0 1.0,0.9029691540817258 0.5082860605658002,1.0 0.8854318985308549
1.0 1.0,1.0 0.48409866156690884,1.0 0.6544776955768578
0.042831243109164405 0.5963666469723887,1.0 1.0,0.0016365796674794983 1.0
1.0 1.0,0.3063228974631522 0.872209108260069,0.2835683038671927 0.014898303251039916
0.02645621525586207 0.4123018795744686,1.0 0.17883842388280669,1.0 0.782474489905833
0.7600701803996421 0.7974556285782436,0.3344192584267309 0.8491896163962266,0.2964033898819516 1.0
0.7228657459617338 0.00024413061534039605,0.4827559123939329 0.5613532637804293,1.0 0.4860190917253196
0.28734241370953684 0.5702384774473503,1.0 0.7425392911379474,0.9499106142317572 0.9492430896317458
0.9687452473732667 0.4359087438311464,1.0 0.19805786696061228,0.19835202706632568 0.7022219476449589
0.22555848260913736 0.5712821779377715,0.2759374466026964 0.07451139165892819,1.0 0.060710134295049394
0.9449804711546848 0.11822665671858675,0.5061453120131582 0.06574353951755936,0.6612029063198722 1.0
0.022302582660738726 0.9054559571162768,1.0 0.8874706210206245,0.42166918338771386 0.6607367598462008
0.3330194349627984 0.017267056411540718,0.5688105244731323 0.39369360342538484,0.045853388063131675 0.9951180306407383
1.0 1.0,1.0 0.21896599732474203,0.6958272294423272 0.5432654837534042
0.5017822416599785 1.0,0.25056637070073523 0.720131387516139,0.677445424977275 1.0
1.0 0.09949408888163858,0.24903646543282787 0.19246994758536787,1.0 0.12622280007743314
0.7209420603360425 0.6584512652805404,0.12186014263974213 0.20957067025423382,0.7339139469868908 0.0859899757957472
1.0 0.47890659315536555,1.0 1.0,1.0 1.0
0.7074145067807753 0.9472352921100886,1.0 0.0021966220533472035,0.37429861099166056 1.0
1.0 0.7853665043775218,1.0 0.05665091413503903,1.0 1.0
1.0 0.5000468934521864,1.0 0.09178419441319774,0.3182563720659225 0.9436261282207836
1.0 0.4565099638548944,0.41099384846914133 0.7376116260112111,0.93003432995991 0.8872485882159042
1.0 1.0,1.0 1.0,1.0 0.6256120700545753
0.039415892110374384 1.0,0.1602141832940293 0.3837146949594047,0.4887306974901858 0.0045761664240648375
0.5776316010114009 0.10594755551863885,0.189769200246729 0.9575311717903363,1.0 0.47666530678014035
0.7769477083208612 1.0,0.8344595023973953 0.8395430108109506,0.03475482300875544 1.0
0.20422191467548534 1.0,1.0 0.8577487901058876,1.0 0.08427168008074967
0.018249978369053593 0.26031616893404597,1.0 1.0,0.537577420857654 0.7591300053139116
1.0 0.8473298795815613,1.0 0.001136395889904177,1.0 0.6552435585493166
0.022493391040513327 0.24837541884124315,0.0784008864976905 1.0,1.0 0.09424800121660326
0.7331274351739716 0.6994152825097384,1.0 0.39708931005766324,1.0 0.006941212417949705
0.6587178174208441 0.23838091858990007,0.6786864966537565 1.0,0.9481255964994981 0.16896464420908053
0.08135459337485573 0.9076939647989763,0.5782782204262196 1.0,0.3808383359943978 0.0012235919503945658
0.14363795622688605 1.0,1.0 1.0,1.0 1.0
1.0 0.3065679142232319,0.3673691772606319 0.49538720854824075,0.2732945417943571 0.1413108220498025
1.0 0.03860573984067092,0.4535346648061459 1.0,0.15334856414213502 0.2124657033784236
0.5405865653416516 0.37527602924815917,1.0 0.35313712606695435,0.74019843034915 0.35322802272911336
1.0 0.4526968407131027,1.0 0.08483024256680477,0.9482759224637224 0.04891673238373456
1.0 0.0831478624095244,1.0 0.07256912463345021,0.13565158471381522 0.12634001363572786
1.0 0.15792913756118565,1.0 0.1649684683607046,1.0 0.027625690682787106
1.0 0.2458735967626396,1.0 0.02958691694895073,1.0 0.5415052408046795
0.017039445023644694 0.003509053067707951,1.0 0.08702245772291842,0.14616061863721883 0.001608480967514017
0.432791012000256 1.0,0.7270688245521049 0.4021792904591608,1.0 0.2336425678645994
1.0 0.08393971937253544,0.8403624521622574 0.5310092986998532,1.0 0.5981625593932988
0.36947794793572314 0.349077889616051,1.0 0.306677788406312,1.0 0.4112456379567682
0.668822188464946 1.0,0.25090213638296205 0.09271595218175317,1.0 0.1352239933467729
1.0 1.0,0.7476553831135857 0.04038236312866798,1.0 0.4959103086996098
1.0 1.0,1.0 0.7040412611824082,0.852533993648376 1.0
0.9094493417882676 1.0,1.0 0.95821046608959,1.0 1.0
0.15270585819452517 1.0,0.3090366131110639 1.0,0.9133110354797117 0.5913607306474233
1.0 0.6350017356856441,0.9608563649274915 1.0,1.0 0.37966962402757176
0.0003384701010803857 0.7278401960711067,1.0 0.5323055531911223,1.0 1.0
0.9270639313038229 0.7668578484099824,0.28544748240030865 0.8119322796465533,1.0 0.6060619166224219
1.0 0.19784528020107675,0.44264543547380275 0.8955382667890073,1.0 1.0
1.0 0.015202898323175777,0.7133329460970518 0.20555230602678898,1.0 1.0
0.01556848405998874 0.05660380507926137,1.0 0.8552322392404254,0.033930667270056766 0.4591016995081718
0.2402092263699907 0.29435071700124193,0.015413980823096352 0.2834999548176046,1.0 0.7591089603781032
1.0 1.0,0.02128770391264213 0.08247342801636762,0.47258061430270315 0.27378067212259494
0.7141229416469297 0.5442774301881902,0.18784685696994136 0.6689504229221108,1.0 1.0
1.0 0.02394152216654956,0.507004255055755 0.00011387173147672193,0.6436753572402196 0.2350822347311925
0.6409717171982543 1.0,1.0 1.0,1.0 0.5777912470625695
1.0 0.12901131691459922,0.04084690865424043 0.08068517931713504,1.0 1.0
0.4357922686957623 0.7816786937907806,0.004032671166764785 0.2901643162713734,1.0 0.31516255901105056
1.0 0.37080347514403766,0.9657321433618021 0.022600216660398357,1.0 1.0
1.0 0.14247126459354215,1.0 0.26064600961255546,1.0 1.0
0.08642547948710445 0.2694057100285743,0.7002918227754447 0.3006300982032491,0.160951328680972 0.2850401180883201
0.3945380379766022 0.018127479608586093,1.0 0.5845619287651113,0.20055837411102462 1.0
0.22331441922848186 0.8994911112303182,1.0 1.0,1.0 0.22277141422591204
0.14337367556427438 1.0,0.2737786744641636 0.03328037532708593,0.08213697621048757 0.0719349898397526
1.0 0.33350903393176756,0.4649009899902715 0.034066870640748204,0.27874006963487574 0.8361127943573363
0.018392159905235086 0.5468872304983925,1.0 0.9797590778932339,0.11332899952651615 0.02744044028066314
0.9369261240613131 0.3376618760140474,0.007605690048416465 1.0,1.0 0.37844078982504775
0.009437296745041561 0.1935310558194116,1.0 0.005573875092517795,1.0 0.15352867664068479
1.0 0.0786261360520826,0.7877566192492612 0.017288552603172375,1.0 1.0
0.6795464474361577 0.1276353096305587,0.7820479048372977 0.5986740514819422,0.43831750595975 0.37431231428813394
0.9895780873543691 0.34107639845942106,0.029049800244499064 0.05308041516433957,1.0 1.0
0.456180313299253 0.04777127829428146,0.0004920331559667604 1.0,0.5559657552803094 0.6456654024773695
1.0 1.0,1.0 1.0,1.0 0.007512963073821864
0.7400788412651006 0.5212193984051108,1.0 0.7412748931407618,0.002328482654791956 0.11967481247131356
0.660315732320097 0.5120851575720297,0.09293730802398915 0.6436204498037281,0.5396423985127943 0.5381529869902615
1.0 1.0,0.25253735423128243 1.0,1.0 0.820739155365247
1.0 1.0,1.0 0.002082268005800008,0.8849840378545459 0.3579574230704204
0.652456495815487 0.039589655953700356,0.3960946626666046 0.9828505591546716,1.0 0.9370238852542161
1.0 0.024227192291502404,0.8787927340472828 0.157095192214348,1.0 1.0
0.18787167290960416 0.8363723462120165,1.0 1.0,0.713981521565288 0.9302024401553309
1.0 0.6034790366713789,1.0 0.7452831378241649,1.0 0.6971511621568285
1.0 0.1178701041648496,0.39151930642023086 0.19909371016783567,0.965521265537357 0.2133312018133994
0.9072045544441568 0.30025723108677604,0.9504535280452259 1.0,1.0 0.1736014184522627
1.0 0.6251419711195589,1.0 1.0,0.012565886930929356 1.0
1.0 0.5127338686293397,0.7686033238145131 0.01756578544890909,1.0 1.0
0.7916934691545849 0.08778194617888943,1.0 0.07006153362279632,1.0 0.09208905524383149
1.0 1.0,1.0 0.2262790858052564,0.029571576002964846 0.04695862550823746
0.086995023626771 0.15258678631436678,0.31012454729184086 1.0,0.8799484039071078 0.7783086462387595
1.0 1.0,1.0 0.30785139610830153,1.0 0.05044578900113486
1.0 0.9267259346266832,0.9603323617768296 0.6691790422968822,1.0 1.0
1.0 0.6633314756731945,0.6932798461249914 0.402821299316875,0.834411074388446 0.5869716874387343
1.0 1.0,1.0 1.0,1.0 0.8423684599295828
0.9267304053191566 0.7562167561106253,0.11063428790085209 0.8298703959901533,0.3748576856982818 0.5231680523788006
1.0 1.0,0.918223237912104 0.75519405102774,0.03156827940564021 0.42424306920844973
0.194087253318095 0.18827178069610134,1.0 0.32736343147721453,1.0 1.0
1.0 0.30338697417237903,1.0 0.49972840583975464,1.0 1.0
1.0 1.0,0.08479098096559898 3.0852685191038573e-05,0.08386309648819462 0.5779970075096943
0.479729168329352 0.5605090507499788,1.0 0.8267364342045944,0.3869464053422119 0.3262094178398667
1.0 1.0,0.9266904211019055 0.7780064346136099,1.0 0.7357417508208137
1.0 0.067903110021475,0.10212574984389086 1.0,1.0 1.0
0.2001083889793105 0.22828921869285718,0.061633918817137465 1.0,1.0 0.10841396610792606
0.3097765105145806 0.9668586030372713,1.0 0.2991654180337089,1.0 0.005342047088174201
1.0 0.26001652506969,1.0 0.6155765275522211,0.8637474935291378 0.0666781438604607
1.0 0.9298127335988478,1.0 0.0019107872615432937,0.9649536259789986 0.05422556268217811
1.0 0.16128317189818428,1.0 0.8737963468720613,0.9992720127242013 0.9974792402362969
1.0 0.12080610846480347,0.3280041220068209 9.929394032689708e-05,1.0 1.0
0.1974972521544615 0.39986229583974314,1.0 0.43653684337907817,1.0 0.0034723189441860777
1.0 1.0,0.10583104298554147 0.10730252354603144,0.7883936337832982 0.5052310051007315
1.0 1.0,0.19861056169805616 0.29992553965220337,0.8753383607851616 1.0
0.9606676903976995 1.0,0.6312915558284501 0.24898110712973515,1.0 1.0
0.045100550718764676 0.18245827727310826,0.2633971185940125 0.28446602932747234,1.0 0.006181063494344199
0.22343236652232734 0.025327258955450793,0.6179814638475869 0.9391634043160176,1.0 1.0
0.8357181908910977 0.534265861972661,0.0364938272237805 0.17923515565521397,1.0 0.05700978705336381
0.6945479668049637 0.6841692627232574,0.4290811974528491 0.6831468865804472,0.23691261069707498 0.4125052138658841
1.0 1.0,1.0 0.864016599242389,1.0 1.0
1.0 1.0,1.0 0.06143802087142841,0.012297042034671201 0.09105734976161789
0.017302237435412295 0.004650702152956928,0.10192433387240346 0.569917148408426,1.0 0.15932318078352084
0.49300365511100636 0.33510888485686663,0.039123057823042956 0.08065842617055444,0.10954703402595797 1.0
0.5194158127123942 0.37494632158771457,0.6530237158812884 0.9317005255171208,1.0 1.0
1.0 0.9876897826513276,1.0 0.02150435462050538,0.16254321871550548 0.2692372405839221
1.0 1.0,1.0 0.2195752076377382,1.0 0.10778222846079996
1.0 1.0,0.8789871889272647 1.0,1.0 0.022433502890959658
1.0 0.849758585275241,1.0 0.040446671138632054,1.0 0.0071880533371637585
0.02065849392585472 0.8729427030951085,0.5094192391957382 0.009940850177367715,1.0 0.13256166847863654
0.2875161876320766 0.14424129200665547,0.02763410756868273 0.6390695900863623,0.8582529763583419 1.0
0.4551039096019858 0.06608916578625851,1.0 0.13577347922326288,0.19724627715259446 0.316515546179908
0.11979897100176456 1.0,0.6208423632402763 1.0,0.5828069319787745 0.6047482647635714
1.0 1.0,0.06330833412246066 0.12056634302491356,0.8806145864032895 0.4091011382259995
4.8127018312022724e-05 0.9426255718497614,0.44360547425513397 1.0,0.13707275647695816 1.0
0.37287185362676445 0.9683719806814662,0.5553654313212689 1.0,0.12400574024768724 1.0
0.9638101069666307 1.0,0.2093666361418183 0.09953430032240544,0.7368775685366531 0.04329508031526402
0.9117525913103978 1.0,0.07303334694304314 1.0,0.0006168117444095366 1.0
0.4371239336261281 0.2516303727993583,0.6457262659513439 0.39274489931489676,0.493782200588966 0.22670381823248248
1.0 0.7647450030955768,0.15402383518531854 1.0,1.0 0.15137865311894255
0.6682056691875435 0.17206289077297915,1.0 0.6146974074825212,1.0 1.0
0.509383707366685 1.0,0.6915707337436571 0.3239734102808493,1.0 0.9730434924690616
0.8970275182931682 0.2577799401697162,1.0 0.068849062732644,1.0 1.0
0.518354217080371 1.0,0.34248909454257365 0.24777058659750056,0.25053495567119544 0.3113163304314289
1.0 0.6132376855845281,0.04639549668839738 0.8544683768387875,0.4069122927263358 0.09487895675102939
1.0 1.0,1.0 1.0,1.0 0.28580114603902884
1.0 0.2251663859765727,1.0 1.0,1.0 1.0
1.0 0.13646777573062915,1.0 0.5837800573578076,1.0 0.012091398553200024
0.19003561204432093 0.03484037073441437,0.03695592322338819 0.028160298024415928,1.0 1.0
1.0 1.0,1.0 1.0,1.0 0.005359482072249478
0.25233988729352197 0.47043792143062313,0.3139100129893266 0.8876836614165766,1.0 0.8507675494390522
1.0 0.23214987420204664,1.0 9.570964510576878e-06,1.0 0.32030731627388226
1.0 0.11059553307480652,1.0 1.0,0.9412574235056628 0.03509427639382823
0.456733144529477 0.3346547158746757,0.9112401670402128 0.5698601172758602,0.17588664955957078 0.9713655578255596
1.0 1.0,1.0 1.0,1.0 1.0
0.12261614024754094 0.3986638308476099,1.0 0.7574082239774026,1.0 0.5534650821323867
0.367152954726059 0.24963462751994042,0.20919801436712931 0.23063417863044938,1.0 0.8616322557483737
0.6637911204586715 0.9076872233553905,1.0 0.8620606847443196,1.0 0.5768039299743142
0.5340170478173323 0.16387543669086302,1.0 0.5738255942228756,0.029616680449040297 0.6844764741850315
0.5298917621101178 1.0,0.0516706970483187 0.24613663355326518,1.0 0.12685841168055936
1.0 1.0,0.8541831867540214 1.0,0.8450743629653399 1.0
0.3278445951919043 0.0005753153622868172,1.0 0.0020820177725856806,1.0 1.0
0.36614941158979925 0.8648135043188205,0.007607889149766839 0.0009016002035201795,1.0 1.0
1.0 0.0051238075015083515,0.43987793886419685 1.0,0.24287398309877967 0.4288241097087758
0.39463352600616824 0.48399473946234817,1.0 0.3635967094376531,0.42875465856331735 0.858199422198166
0.42265446779590415 0.41505709184613576,0.639360513104803 0.006114230799856151,0.9995238830664533 0.3710927091792786
0.01387936544506718 0.9992000214974613,0.950205032902063 1.0,1.0 1.0
0.4674253949348623 0.15377758007816633,1.0 0.16721418407393882,0.19776354040467076 0.09673183207050964
1.0 1.0,0.6779909120630272 1.0,1.0 1.0
1.0 0.020653974494641795,1.0 0.8680437952417858,1.0 1.0
1.0 1.0,1.0 1.0,0.015756832905474777 0.035616984089455656
0.693868418924567 0.36331162368029235,1.0 0.7328563363764901,1.0 0.9081223345768382
1.0 0.4544881337211747,0.5759106389127591 1.0,0.2961812555821558 0.251559736909648
0.6153122618593491 1.0,1.0 0.43175585269561956,0.6830251086614325 1.0
1.0 1.0,0.9295088147507795 1.0,0.9844899031346743 1.0
1.0 1.0,1.0 1.0,0.013804503930757103 1.0
0.8325653397003228 0.8105466179089668,1.0 1.0,1.0 1.0
0.12269508732835645 0.00030156599313040024,0.3262244354853327 0.24409861177749498,1.0 0.10122384144599682
0.694871596620322 0.7742817874508605,1.0 0.46925380976510533,1.0 0.9262170772845401
0.0024502911240631515 0.21382643723801686,0.0005070165672434524 0.7336781457814616,1.0 0.24711968615433844
0.9768737161290756 0.9168308365925013,0.21177319190805674 0.8843175427135928,1.0 0.25966770423916424
0.45432626923783725 0.33071853592804645,1.0 0.5826406978786861,0.05550565123499257 1.0
0.6643593086437651 0.10989228689132127,0.5454004960673191 0.2674211464230723,0.88223883730152 1.0
1.0 0.7933124733352146,1.0 0.12264951019646904,0.6579328227108923 0.1977856803146678
0.5835108870867733 0.3832341425410816,1.0 0.7545417045363402,1.0 0.9586692974701938
0.8719630012742638 0.10633107596390753,0.09562651615280107 0.013964414201253553,1.0 1.0
0.493033626935227 0.35067027686802016,0.22842493404829922 0.5558041055604452,1.0 0.6445842566373172
0.6355165725752073 0.11932614706376132,1.0 0.8586887722474925,0.832557150385873 0.45900292015566285
1.0 1.0,0.6448299624638645 0.10485260822230824,1.0 0.4938288726828268
1.0 0.523408748455281,1.0 1.0,0.5604884611409886 0.30814040723437536
0.0010691704882962532 0.007818644426230884,1.0 0.145417250986019,0.6818442843016996 0.3130638968803415
1.0 1.0,0.3277663271870907 1.0,1.0 1.0
1.0 1.0,1.0 0.1227861421408474,0.6060758765997809 0.1300131436220495
1.0 1.0,1.0 0.7209600798362455,0.36893150389620394 0.10028178001904373
0.9215665061220416 0.6173364333611021,0.5476412662235397 0.1405248576072874,0.5528353069495491 0.5188713098833457
0.4227161364059825 0.12593407105697318,1.0 1.0,1.0 0.15344953936342945
0.28385310669053254 0.15779280364490822,1.0 1.0,1.0 0.6574766457518144
0.1741233888171408 0.4450036182199413,1.0 0.644406656351795,0.035550545308549335 0.3470290959260566
0.15659108775339345 0.3148257841330888,1.0 0.7368560555375512,0.002427402931292163 1.0
0.7422455456715022 0.8782831665473776,0.34562620064096455 1.0,0.9864429818220135 1.0
0.24573104155472975 0.1258826743997458,1.0 0.9379233770533444,1.0 0.5247560997415892
0.6220192552278871 0.012036243743595718,1.0 0.4278640839970949,0.8298121244777992 0.11601544577845982
1.0 1.0,1.0 1.0,0.338403855729128 1.0
1.0 1.0,1.0 1.0,0.08083547036349012 0.8280577593185259
0.8236679726377623 0.8171949326757166,0.2726335511478964 0.1547981248412506,0.37282635587186574 0.6648777260729393
1.0 0.02321670545618911,1.0 0.8990299882919279,0.8070200965842993 0.3465129702202511
1.0 0.48799504814975214,1.0 0.7576442251299731,1.0 0.5866883977976523
0.741868933332411 0.8969496938772913,0.2411246242688314 0.8669783198133951,0.9003624957971778 1.0
0.5127050890543832 0.054247943059162834,0.33037195963199373 0.1458984796393739,1.0 0.22903910274677405
1.0 1.0,1.0 1.0,1.0 0.3129817364929233
1.0 1.0,0.8898448452490026 0.4061372339700571,0.34973098145288944 0.7788228761504423
1.0 0.26148256871450865,0.4458225043794608 0.833484220794382,0.09929190295796789 0.02660193433289345
1.0 0.10690779333199771,0.0237909737512718 0.7952078165579566,1.0 0.9600974474369636
0.19929125521960256 0.8887798685700353,0.9380133028685025 0.8575092969560035,0.09991956758356017 0.20807036283261565
0.10519129230537605 0.5202687653971672,1.0 0.4751348243084414,1.0 0.8860498809332453
0.955845745161332 0.3851317347457176,0.8852904759240888 0.27275312238689686,0.042353119416519355 0.8288650948044813
1.0 1.0,0.5063119858520481 0.7796168739365084,0.14653963731741293 0.5074396372921033
0.21684860383262128 0.09078820095987447,0.9915528743408281 0.11899242222628528,1.0 0.4966239080470988
1.0 1.0,0.2216312917344307 1.0,0.6019893420159074 0.07212576727052888
1.0 0.8051588776663476,1.0 0.26896786416937646,0.221722159842911 0.01885772019673859
1.0 0.044174803567441676,1.0 0.7886007400408015,1.0 0.533361959174837
0.5936061778585296 0.2642997439862718,1.0 1.0,1.0 1.0
1.0 0.45231979538674894,1.0 1.0,1.0 0.7138370262105946
1.0 0.04089181203735555,0.08577289530633363 0.030268623929418405,0.4482846964736 1.0
1.0 1.0,1.0 0.4040430579353267,0.6857005964462224 0.1969740860653202
0.28543223351169333 0.06071692818098909,0.6747007303482396 0.002459867757853508,1.0 0.5933045328765538
0.10636736307000208 0.01672974776957934,1.0 0.7830726891554478,0.9660322218137487 0.625416307412258
0.22964067291274956 0.16640895283209992,1.0 1.0,0.04098999164356819 0.4659007509261577
1.0 1.0,0.7805925696080835 0.39962641329250764,1.0 0.5301650538254071
0.9463995320768044 1.0,0.5256176579740248 0.07876884308864687,0.11361249992851644 1.0
0.38582767010150487 0.18000232044614828,0.11032115371552031 0.8619595773733294,0.17838693741378708 1.0
0.8361242061209898 0.07731681590194305,0.03357351223443682 0.042929034437931016,1.0 1.0
1.0 1.0,0.8250559913260117 0.44041481160901624,1.0 1.0
0.046709462396732716 0.7206180277610008,0.4268907818868928 0.39417105613948655,0.25664832740822285 1.0
1.0 1.0,0.9376015540946689 1.0,1.0 1.0
0.6520475604010306 1.0,0.05237307280357734 0.052439521163598686,0.1054507091368623 1.0
1.0 1.0,0.8309971590987191 1.0,0.1730973505991542 0.548894579784589
0.00030204314005278794 1.0,0.38783625112105924 1.0,1.0 1.0
0.3656369771981711 0.31990532795602994,0.9276796220982346 0.21778948349739666,0.025166136111342385 0.011949182446280527
0.6383157193931817 0.6418974696240048,1.0 1.0,1.0 1.0
0.5822038112623129 0.03991136207589745,1.0 0.166081866088762,0.4174843471431435 1.0
0.9285763620504366 1.0,0.023655679359081833 0.17510707521222243,0.3543233842183438 0.3630779994215511
0.5523774697351078 0.8532081502078669,0.014712310859305383 0.48281052910463584,0.42359214777703846 0.8020809449252413
0.21006784385752136 0.0038077623220197643,1.0 1.0,0.23445244740497412 1.0
0.5495845064791796 0.004263992366493021,1.0 0.5864106699139658,0.4753133636644916 0.003870740800663617
0.4502752846584445 0.7020325937874372,0.11197235080260441 0.9945372177162539,1.0 1.0
0.0739636903537298 0.24257465013652807,1.0 1.0,0.3875573562547388 0.7918448869783901
0.3577203771140249 0.030870722114226347,0.1604987187154172 0.9792571294808254,0.017598296721232233 9.6685110081141e-06
0.4213035631737383 1.0,0.051753602476350455 0.6066345925117218,1.0 0.8193422213561746
0.5523864785279344 0.4686421326206745,1.0 0.15643165875606643,1.0 1.0
1.0 1.0,1.0 1.0,1.0 0.7230438423773992
0.011478064693514986 0.3711907257105392,0.15531744888820598 1.0,0.7271312457833192 1.0
1.0 0.16503960174032695,0.19581946378870624 0.1762025230826482,0.3403049304309685 0.159595278870231
0.6427361751426179 0.4441027008057111,1.0 1.0,0.9883883137972382 1.0
0.20916872967467698 0.3781490062988904,1.0 1.0,0.4247281632643747 0.10812742519225538
0.9821007895487561 0.3850871051147363,0.7156832844201518 1.0,0.024095763770180526 0.3150093982340274
0.009067956643528623 0.8867438330121564,1.0 1.0,1.0 1.0
1.0 1.0,1.0 1.0,0.8186182272318953 0.8770755533680349
0.7816703818357031 0.19541644722562196,1.0 0.0004903123226928113,0.004340843736748656 0.0520096321014987
1.0 0.9774138156967292,0.6632962676507577 1.0,0.13851858179987608 1.0
0.8460273213258758 0.39746831227454676,1.0 1.0,0.09954625439440605 0.33156294470308356
1.0 1.0,0.3386260983820728 1.0,0.03014162578406343 1.0
1.0 0.9071861892772852,0.594231669410944 1.0,1.0 0.1447914913241867
1.0 0.4429247820157402,0.609960068302297 1.0,1.0 0.47218485263337145
0.6362091625697692 0.8424699357985208,0.4885332146012059 0.3529213970655916,1.0 0.4228423775359521
0.20530849347323338 0.9873765092385425,1.0 1.0,1.0 0.2919590689418916
1.0 0.3118332076186047,1.0 0.33015292822706777,0.907734261618163 0.30298242402067743
0.7506609919287658 0.02469457378825813,1.0 1.0,0.26410876813214773 0.3475667906146941
0.6437177285575499 1.0,0.6012170018701781 0.8674255337940135,0.1351947863995706 0.020700004123378427
0.11752470658166883 1.0,1.0 1.0,0.01914083913780428 1.0
1.0 1.0,0.033320309321368174 1.0,0.6476234288693513 0.26397736521179016
1.0 0.00925220452814754,0.7376072227449892 0.3777125515896215,0.943249217689509 0.8003369605805195
1.0 1.0,1.0 0.041321108097942136,1.0 1.0
0.26763691979408555 0.0722464501411917,0.685914916412729 1.0,1.0 0.7484484587496008
0.8821771699672876 0.32630528834781836,1.0 0.3148337411564613,0.9208808903464323 1.0
0.1444697593104451 0.9674152802716454,0.5666634210209962 0.025549725421707165,0.41710962508919935 0.03549148371342503
0.893743549729597 0.13821086070572328,0.7251911909040991 0.13271305031477837,0.7476430574972746 1.0
0.7021427282023494 0.0016825985487653435,0.12106878530831999 0.2860679322747173,1.0 1.0
