P_value_shallow,P_value_dnn1,P_value_dnn2
0.8016308435139902 0.23482079831419425,0.05762873435675066 0.055935944111827424,0.17145869661403074 0.23636340105031356
0.729128183675339 1.0,0.31426643192451725 0.6188783090456789,1.0 1.0
1.0 0.7828529317509747,0.185105884945211 0.6129660855257597,0.1787413731731849 0.04300303168455135
0.9177827433487712 0.7277918562799153,0.8504022210698943 0.8301964918300396,1.0 0.05315991749161856
1.0 1.0,0.29546622344833817 0.4743284114371107,0.41032045640187687 0.007633092948147062
1.0 0.9073083212662854,1.0 0.20275442596600024,0.9156450449901425 1.0
0.15247004120938898 0.02090747420210102,0.747460964760757 0.18440032316782357,0.38225601914640966 0.17607736789152945
0.8953413222029285 0.24218748254128933,1.0 0.9380537453788843,1.0 0.6493540064901789
0.9863358551748784 0.9458984005152268,0.1762581531215155 0.11397346740235906,0.40381854285078866 0.1371599980235392
1.0 1.0,0.6495414628613747 0.24111436536419478,0.04095708932206348 0.12833004305896628
1.0 0.11632971221585066,0.6548869830042322 0.04754295039629978,1.0 0.007597083146437948
0.9457113036706586 0.7100360227463383,1.0 0.2967093641005391,0.19608161209183134 0.35302691452807616
0.041139175395767766 1.0,0.9466332250604073 0.3141513263056267,1.0 1.0
1.0 0.2307504590285615,0.2935894235313008 1.0,0.884874924346494 0.5198972719303255
0.7214154564347276 0.0016622057433090106,0.4494410765873625 1.0,0.9124955447451627 0.01166511951229886
0.7181487052084803 0.730194591277268,0.22774857200556678 0.3471389957460379,1.0 0.2608636669837393
0.13514462828892096 0.38404827834644695,0.43467708715056214 0.6123258722311979,0.17160073972820625 0.23714150400975736
0.4759567538931194 0.15602688786682312,1.0 1.0,0.3460446286830726 0.24345996828723349
1.0 1.0,0.9572203442720031 0.3446899849202553,0.698843327713804 0.10667698424211935
1.0 0.13968281212382816,0.44650672431538413 0.6253499407461856,0.28279136151034845 0.18427163051494408
0.3432154553233878 1.0,0.7859691900054031 0.4097924237213937,1.0 0.4870253909080782
0.4673834300614101 0.05094741619287867,1.0 1.0,0.6684840214880434 1.0
1.0 0.3696350106758189,0.7692600808846409 0.29267316291740986,0.14155315176312114 0.2997867687173063
1.0 1.0,1.0 1.0,1.0 1.0
1.0 0.007894872741882837,0.47577984029059706 0.3074856285097849,0.6800545304575196 0.07446154070002098
1.0 0.7991485911547268,0.7422429148547702 1.0,0.8200708720687456 0.546173346517194
0.0024289900983157304 1.0,1.0 1.0,0.8100224980103438 0.08510470967611294
1.0 1.0,1.0 0.7356085585542396,1.0 1.0
0.7951236287716408 0.3131098299906395,1.0 0.21569743650027956,1.0 1.0
0.10864852810003536 0.0036254140991868874,1.0 0.1542537620175899,0.9244904584984868 0.10007465260241047
1.0 0.5901813829111493,1.0 1.0,0.9135195107038888 1.0
0.3640393976855816 0.25015618630811803,0.06888212585086591 0.17154329809690302,1.0 1.0
1.0 1.0,0.18124546266562008 0.28312701546540336,0.23269752362051283 0.8406274638127457
0.6346837878927789 0.26960157508026583,1.0 1.0,1.0 0.5764893490983382
1.0 0.8906480687785091,1.0 0.021287083037366768,0.471546561605173 1.0
0.7896129021807351 1.0,0.804104582480246 0.8168370609058399,1.0 0.6261420043152421
1.0 0.7900118138397594,0.653954899879696 1.0,0.1506709865254343 1.0
0.6560123973290739 0.27988633030851273,1.0 0.9061373432351223,1.0 0.29360564421832286
1.0 0.5601646206157851,1.0 0.007516677939177173,0.4179686789919781 0.5158222045937855
1.0 0.3962571044315512,0.8691977562728033 0.5174664494604253,1.0 1.0
0.838637136448798 1.0,1.0 0.7314467480647792,0.8984926805179798 0.0671495832152452
1.0 1.0,1.0 0.19519687825115017,0.8905447665479101 0.513174603524803
0.6042348239939146 0.2677711627595305,0.8906949339967509 0.6156698851416343,0.7022191047082229 1.0
0.7321843625952535 0.8539194328694595,1.0 0.000978997652386922,1.0 0.22182116746995814
1.0 0.8196079518053634,1.0 1.0,0.003443982513009075 0.49448331677948376
1.0 0.00042472354352015163,0.5157648312756338 0.46167102316729164,1.0 0.16015789298001282
0.019686361901687287 1.0,0.4342206100709727 0.21486648504643535,0.1887967111630748 0.06310293077356695
1.0 1.0,1.0 1.0,0.1079693263336286 0.1759213353788157
1.0 1.0,1.0 0.8622927463786814,0.5277456232478945 0.5938667928325327
1.0 0.9502953835932135,0.18867866935604571 1.0,0.16679186408248903 1.0
0.00039358217412977084 0.4606964049552635,1.0 0.08402939430059397,0.0009573018636012375 1.0
0.3589208455085364 1.0,1.0 0.9414771355632839,0.8506451597062408 0.056450393410699934
1.0 0.7220829359371719,0.7559050692324475 1.0,1.0 1.0
0.4980046639238379 1.0,1.0 0.40780822081077495,0.14506476608334273 0.3907719626065044
0.46916653556815924 0.5266237799465718,1.0 0.41004373882210365,1.0 0.13913447949776883
0.48297929257835454 0.11100881034527202,0.6081872192026847 0.7867110598282236,0.5978505486681593 1.0
1.0 0.3316474319009795,1.0 0.9368223000358582,0.07146603273459484 0.16303812802515677
0.7706976935782718 0.0016494416639802486,0.7670219342928688 0.11495164871332955,0.7460053302115043 1.0
1.0 0.35044139525806006,1.0 0.31836396789564186,0.6839472682220848 0.013457118746432815
0.6812916330773158 0.06465819191247649,0.7288899144259087 0.31566228026666127,0.2176530535391418 0.0018660992666423095
1.0 0.00037388459621456513,0.1523830991726835 0.4458130484417521,0.7825655972425667 1.0
0.13801892601565408 0.7216536546891698,0.5585203121141109 0.6121302642392688,0.7129901877628311 0.24902493295070793
0.7372306871053341 0.3425117504688252,1.0 0.049340830350609016,1.0 0.5416982835061896
0.25740261480562215 0.45707121899855996,0.5744711312946829 0.4430262347268822,0.13221595608095527 0.3355635266233228
0.05192995516916886 0.07541138020777845,1.0 0.7385874090235334,0.9612436589307083 0.35135463941646944
0.07305239403773081 0.015024032767723575,1.0 0.30186825409871915,0.22767655348818938 0.9759947012868218
1.0 0.4414151036738653,1.0 0.9306173927943313,0.6505417613323261 1.0
1.0 0.7636316062166855,1.0 0.774938803537223,1.0 1.0
0.514938092270671 0.8366381388633253,1.0 0.6974212523586862,1.0 1.0
0.8642131911099481 1.0,1.0 0.03066564051577852,0.24193660945411222 1.0
0.2342603302198107 1.0,0.6303618098756023 0.773418606341809,1.0 1.0
0.4791808006103602 0.19871639247840123,1.0 0.49917560918058546,0.029749274561053224 0.11590733988023229
0.5663760407959839 0.8307204033288925,1.0 0.06549399770381101,0.649266379573901 0.3380482608835962
0.004415334457728681 1.0,1.0 0.0030933816714672755,0.7993478079705536 0.28461163627116376
0.05232209097556055 0.13901085621900386,1.0 0.9855426369677734,0.9865929257994992 0.536123773577788
1.0 0.36906231478542356,0.16994796130277423 0.3820712939324144,0.08196823107622248 0.060590406232597774
1.0 0.3042513580031204,1.0 1.0,1.0 0.12533316969968064
0.8652095438348923 0.9269323972721458,0.34275812491826524 0.09968416200398647,0.821814634028353 0.6662561794226884
0.21648489339509108 0.21135510196230692,0.8338539142357799 0.6385020667517267,1.0 0.5384602704166823
0.45769756214815466 0.5870292431618631,0.2413919490842375 1.0,1.0 1.0
1.0 0.607388434614205,0.9972455645033689 0.4126704205320726,1.0 0.9376883909387833
0.31394113072557217 0.09830108545208185,0.9605699821660647 1.0,0.3588584702876554 0.6207264940428876
1.0 1.0,1.0 0.35158431541515334,0.1094312749828484 0.12306400296839756
1.0 1.0,1.0 0.3386601936217199,1.0 0.2927842630411347
1.0 1.0,0.03630375005173769 1.0,0.9459375590058002 1.0
1.0 1.0,0.8784953285685373 0.763997789093751,1.0 0.9821585554758745
1.0 1.0,1.0 0.44816044765498175,0.6515677679262025 0.6647161604036151
0.6265340469896242 0.5803335928024623,1.0 1.0,1.0 0.3204960641783369
0.7773087604167548 0.014128597571329319,0.6238196343459473 0.21028960888490167,1.0 1.0
1.0 0.030368500032395048,1.0 0.643939325001807,1.0 1.0
0.9674368884224583 0.2202795132004311,1.0 0.06298186563788896,1.0 0.6722031438266778
0.3877172684043209 0.23837043616670311,1.0 0.32625367541268674,0.1079769055757627 0.9541539886512614
1.0 1.0,1.0 0.05732728732052174,0.5139402879234247 0.338901266309264
1.0 1.0,1.0 0.09699941696742007,1.0 0.7193750051746073
0.4375369666355071 1.0,0.07416899425440412 1.0,0.5436563627981478 0.09138369273245325
0.8682649430862401 0.2598531916773904,1.0 0.7818108491733373,1.0 0.47660854060510327
0.766838874534397 1.0,0.7606984218764492 0.6394824670529904,0.19329683522561542 1.0
1.0 0.390387136748924,1.0 0.6361920420102178,0.9539545499443828 0.9423355999091937
1.0 0.40827377361595785,0.7915369167053931 0.7489077776375631,1.0 0.4208173424461188
0.4484115767086583 0.7629429015248016,0.026402746253648232 0.7839798230212421,0.7325845927053974 0.47454663410813397
0.6116965515500916 1.0,0.2135587143805192 1.0,0.14015333031081945 0.3844592795751949
0.6191018057519241 0.3723849498794007,1.0 0.049453082396825145,0.6803692541430618 0.2162589810338269
1.0 1.0,1.0 0.9314724938495036,0.17855374172109661 1.0
1.0 0.08354121011884921,1.0 0.19455499890642344,0.6129473450887303 0.633498380659874
0.020009531834860407 0.02610724138027232,0.4875404283971323 1.0,0.715077075501694 1.0
0.9687785443374849 0.5387718683182061,0.4460161694536362 1.0,1.0 0.0002589790930469352
0.5879864092503904 0.5711910783209672,0.951167127792649 1.0,1.0 0.6738880273997446
1.0 0.9655652125572773,0.43236355731594023 0.021325136661333944,0.3757414885165755 0.9802063455562506
1.0 0.033146220735212964,0.7991805865180994 0.053092100765252476,0.4633132343364125 0.9189536035937628
1.0 0.03107309262284493,1.0 1.0,1.0 0.32310102574239175
1.0 1.0,0.4587546614801403 0.0007086656333499468,0.24838647792793964 0.17023491326942936
0.4907998200084697 0.12332026504248592,1.0 0.12764429792452847,0.09975401124581856 0.8271951636082401
1.0 0.1846711821301099,0.6333812879687697 0.3289768371716106,0.9427833612137716 1.0
1.0 0.8652490138879839,0.8585655237328166 0.37103297722914075,0.25330264058340834 0.8240885338605133
1.0 0.4843310126990902,0.15062435326662849 1.0,1.0 0.015204602672795059
0.41170985702314666 0.6246539564320899,0.9517246916418413 0.7712365568523499,0.35051102751372004 0.9162264005541096
0.2971175782966682 0.016951917631867146,0.5952957725050465 0.16811641234883967,0.7082930084130887 0.1399931826837995
0.3200725189898759 0.40880109378704454,0.47844915162317464 0.5696805130131339,1.0 0.40266660635515045
1.0 0.20903910742119963,0.5577190291651545 0.4469956664873014,1.0 0.14587400598712086
1.0 1.0,0.8836971530735609 0.006539242629140435,1.0 1.0
1.0 0.2941536725166219,1.0 0.3965604427281773,0.5046534437767565 0.9063268734703915
1.0 0.01922417794097087,0.2407308403998915 0.9537014401060453,0.6347996712354688 0.0030204061599600042
0.05773595059977288 0.4519393827684111,1.0 1.0,0.5928059429215612 0.038794839791705234
1.0 1.0,1.0 0.48581017213743133,0.37681279250681865 0.0001565457080447746
0.36472803303587825 0.2169015507393636,0.09241568032401792 0.9306158937927325,0.6274716078712671 1.0
0.9598371864449264 0.40081089036255624,0.777141531271726 0.5170577950809006,0.7494411642646898 0.7654710693638882
1.0 0.6079803821347753,1.0 0.08353034988473741,1.0 0.004842426751450451
0.42575997979929536 1.0,1.0 1.0,0.2409948979446907 1.0
0.6629570732725931 1.0,1.0 1.0,0.26984194400637773 0.002692713721295068
1.0 0.09528089673898169,0.0007051249653543001 0.0009941103211869042,0.005045963699537699 0.020716038370155114
1.0 0.8000942111089395,0.8508478495080617 0.6511215942081743,0.5465112712541568 0.17549998736754222
0.27404851401505187 1.0,0.029355910844089873 1.0,0.7079975027877413 0.0002522152120737913
1.0 1.0,0.7809280259892336 0.6033028732554211,1.0 1.0
1.0 1.0,8.909833413808831e-05 0.5991375201539031,1.0 0.9017625154299915
1.0 1.0,0.9958376236282968 0.6526746913443692,1.0 1.0
1.0 0.7106199847055867,1.0 0.563263464958939,0.6176833883488936 1.0
0.6766726094053763 1.0,1.0 1.0,1.0 1.0
0.2316481135893867 0.16519716244399094,0.6861144718711121 0.016564796858556264,1.0 0.1619751418656479
0.695863054173157 0.01062565725325975,0.5993443355352639 0.8974986101419282,0.8522832249114315 0.13947348345893484
0.4537290905811323 1.0,0.8776012264761266 0.6461403177693397,0.7055908506565765 0.47933524140941136
0.35204156397578085 0.46414257927613745,1.0 1.0,1.0 0.07051330457824423
0.9469606210987461 1.0,0.8015095390013528 0.597198500197942,0.29746898343282724 1.0
0.02680080486690465 0.05206139638272769,0.9673049192951721 1.0,1.0 1.0
0.019127371181281203 1.0,0.09592688327586035 1.0,1.0 0.4386314287688276
0.6385666873866508 0.0074098528479374075,0.66486358026891 0.912324164162094,1.0 0.3270323837185295
1.0 0.35374113541042695,0.8179029067875785 0.546850333040024,0.25694897402739114 1.0
0.21124977542258666 1.0,1.0 3.3723365969123864e-05,0.06194911886068135 1.0
0.49100667066222015 0.14518268731237294,0.8686180815663538 0.19582590997095672,0.6062033241207349 0.1471015429053973
0.8999129891354367 1.0,1.0 0.10457773873352082,1.0 0.017946641169039403
0.19995153063109733 0.01649474015930357,0.5703271580801529 0.23184307125369732,0.3539058099226368 0.5508566434487604
1.0 0.26068375491458573,1.0 0.32381023150225474,0.6550766669163206 0.732220292864554
0.8354445545069693 1.0,0.4810884990887984 1.0,0.5595659668754853 0.11731905304694037
0.05644700047950378 0.2411820136658397,0.16100501819174332 0.2010803057307187,1.0 0.725148292100215
1.0 0.39855733989810005,1.0 1.0,1.0 0.2174941692325479
1.0 0.7530870270938046,0.059866041523726286 1.0,1.0 0.7559650601071427
0.6605783255695118 0.22964461721869517,0.5141424944829751 0.0005595265350345541,1.0 0.293475574959427
0.035228287404873423 0.001282129220712764,0.4472656501420863 0.02668548156218952,0.9469778041547642 0.8228898121735038
1.0 1.0,0.6879058390131338 1.0,0.8763966026507994 0.6214514367686629
0.5970205726681879 0.24956572346289735,0.16132035257341354 1.0,1.0 1.0
1.0 0.003833239459115426,1.0 1.0,0.10995714004025242 0.29678178640980474
0.8448971258765493 1.0,1.0 0.6116157152268729,0.4836134490534362 0.38040797962967554
1.0 0.8272214676384507,0.211199200254149 0.13257580912982347,1.0 0.000992468590844332
1.0 0.14006575605415936,1.0 1.0,1.0 1.0
0.0016273024968053449 1.0,0.8246408608074304 1.0,0.332987697567417 1.0
1.0 0.9025020756786788,0.08179990247822665 0.3987586288272849,0.25592562012346864 1.0
0.7207890295203732 0.06542035446858406,1.0 1.0,0.04125092409287193 0.0036261453339061513
0.1506907585561274 0.6251431267623482,1.0 1.0,0.7690139872836521 1.0
1.0 0.8340849484454773,1.0 1.0,0.9296989705045691 0.015484709290621915
0.8045222088729151 0.0076739531862025905,0.09670578737675829 0.004369412277826954,1.0 0.11045565804371449
1.0 0.5800680504234754,0.015743504819632655 0.15805571027895596,1.0 0.46045957122075054
0.04342536341940904 0.4258904564848431,1.0 0.9289773846832774,1.0 0.2820866398739716
0.9176183275463051 0.7307645756670633,1.0 0.5257766956487568,0.9036593923171637 0.35962288182006724
0.024366490008502772 1.0,1.0 0.16661827817666658,0.14206102837429488 0.539659177163263
0.17557590560088565 0.5088736430256132,0.5410501928893698 0.7309334616483372,0.0013965014517126134 0.5697454942928422
1.0 0.352689525122981,1.0 0.4720192117582849,1.0 0.5759097483384059
1.0 0.10812873492667065,1.0 0.012896300168306328,0.2453678485224498 0.0030366547453881485
0.580771691281561 0.9793684485050154,0.6130988080533128 1.0,0.15721958338780603 1.0
1.0 1.0,0.6397204051907864 0.29773533570814437,0.44253135558629964 0.7490028034059942
0.6692734579066549 0.481027705735673,1.0 1.0,1.0 0.2585052971995695
0.5370678778838232 0.3168324490025802,1.0 1.0,0.912344573409954 1.0
0.6230568530728107 0.0008356796836347771,0.1515935628444145 1.0,0.18326285165307585 0.011920464174125501
1.0 0.1989763547432409,1.0 1.0,1.0 0.6231064704353328
0.7476391249945148 0.33458858955613735,1.0 1.0,1.0 1.0
1.0 0.9014368618570392,1.0 0.3644753011429018,1.0 1.0
1.0 0.17458473649380404,1.0 1.0,1.0 0.8627132507632213
0.0003152209663478308 0.10070891158577702,0.48608837551971584 0.0065398487451332615,1.0 0.8209128681489388
0.4585386032816081 0.6561157904557926,0.012856154249690303 0.3619338327985595,1.0 0.2796509347412979
0.8505953916957227 0.006871335778717563,1.0 0.6796118070950576,0.11145434248706623 0.42460631458751424
0.9223421280617252 1.0,1.0 0.172656871731789,0.026154078818909066 0.023695248834295014
0.5574351737159517 1.0,0.9935524523779299 0.7688107028514721,0.6140608811911621 0.9395833724326045
0.8488226393285796 0.0028772411718953283,1.0 0.3487267189978846,1.0 1.0
0.1536013490393408 1.0,0.46570131601482795 0.21921068084379333,0.8881371606491529 1.0
1.0 0.2915731270472856,0.5054800576578143 1.0,0.4710907505067216 1.0
0.5895680700634518 0.07411762351124729,0.10041380289335743 0.3650760487626109,0.10108257723989131 0.7207118371068763
1.0 0.5821139152416648,0.8467971163902772 0.011416189742030187,1.0 1.0
0.8405418252095191 0.6113336861274418,1.0 0.09967341293154498,0.640440522382398 0.313477415843949
0.4124638717802127 0.11002872786180759,3.441890848140071e-05 0.02029001433774242,1.0 1.0
0.7016898564499628 0.47107767889908814,0.8483194165118821 0.8858807654432663,0.3413394980454757 0.16181233110357265
1.0 0.21241288879268744,0.8324403661578172 0.0031589201214024558,0.7003029580417067 0.5331012820120294
1.0 0.6631464259796447,1.0 0.0864205747473335,0.7485374552178272 1.0
0.4383207512199179 1.0,0.2993213013787799 1.0,0.05993408934278423 0.11937732295630393
0.5068061654877674 1.0,0.9479904999634311 1.0,0.04370409801056879 1.0
0.8727644299339685 0.4161268753132991,1.0 1.0,0.6903327273900484 0.9522222714477241
1.0 0.5941707634658082,0.08706390140185304 0.8307466429983578,0.014033117745893688 0.06726585209718794
0.8373127910621214 0.4055223182589046,0.03774218683482394 0.4402044902314566,0.8910656311755758 0.0047501760378333615
0.12398365221554825 0.5705922853709979,1.0 1.0,1.0 1.0
0.6135852729608973 0.34641499276392584,1.2001047034050693e-06 0.24857636978315434,1.0 0.39567085661613305
1.0 0.6049724674212038,0.2165277747038877 0.2881676864955425,1.0 0.6904979054122331
1.0 1.0,1.0 1.0,1.0 0.5860612335783942
1.0 1.0,0.1424833543566419 0.1199230682556274,1.0 0.5752271749047408
0.3940868279933503 0.6523185883288187,0.9391808220770841 0.7511924774934058,0.811247855257096 0.03502786526977355
0.6120004293201811 0.8072162462479077,0.007814610635777567 0.15225804154666622,0.6799282492976186 0.35081917990865347
0.13873843994115845 0.8556429996013843,1.0 1.0,1.0 0.02117364511722862
0.7018372502176217 0.544071234159561,0.1816757362781926 0.2707001843714811,0.4851586626876837 0.04817408377868816
0.3547850385796053 0.3693676472015199,1.0 1.0,0.1292763184748239 0.237189763190013
0.11143478493827735 0.29494215513132,0.006940918724486817 0.918509482289783,0.10396735042913374 0.3881425374807002
0.17884062705503023 1.0,0.3484575973946714 0.0156555407507237,0.895963897544584 1.0
0.14279063910296075 0.2001676622214827,0.37673589110455036 0.7794593919461301,0.8070771023759593 0.0240963711569643
1.0 0.34764918948639295,1.0 0.7627036189842196,1.0 0.08945011137508548
0.6899121124489495 1.0,1.0 1.0,1.0 0.10052535512359789
1.0 0.08266051040010206,1.0 0.2177336661986586,0.00935869629016255 1.0
1.0 1.0,0.5792450313664641 0.6406572314379858,0.4150248323996993 1.0
0.6868112104986107 0.041769600754080566,1.0 0.24522456955647215,0.4147293278552173 1.0
1.0 1.0,0.2676934005371776 0.9407715946927755,1.0 0.8285208348699943
1.0 0.01787183169050233,1.0 1.0,0.03537989940808762 0.03824520699590107
0.6445165968874843 0.7359122005188206,0.31379178409485103 1.0,0.504201687115903 0.373639325449665
1.0 1.0,1.0 1.0,0.9432160081586642 0.8424133601378987
1.0 0.1410534300543351,1.0 1.0,1.0 0.056519213104050066
0.6804001576103975 1.0,0.3122742652385051 0.07228927917147626,0.6464651123355952 0.3726418327534457
0.47344863455107355 1.0,0.9446296933906532 0.7753293300082943,1.0 0.3128074831936706
0.7827047355987579 0.4322810162246445,1.0 1.0,0.750915066389433 0.6382232578463374
0.22965025455153393 1.0,1.0 0.25037278081073605,1.0 0.028118200574317815
1.0 1.0,0.7639261667882253 0.31547096149714027,0.647992721256963 0.3771372988583805
0.49627123632184 0.21904495549220387,0.8665411310409159 0.6192816641431742,1.0 0.879735902866747
0.3644797575481351 0.07606954331303195,0.4301113266034141 0.005739650880859014,0.4550941110978942 0.24046079046535873
1.0 1.0,0.4280020986870773 0.5944279439910118,0.5897989052257642 0.7910480445225707
1.0 0.6991882775815452,0.8384745075988664 0.007874349908121915,0.9198467310793315 0.12063421778432451
0.22741003646203278 0.1085293615159009,0.7182615496907219 0.608884677306751,0.019481756552752486 0.882960712744741
0.06610237452017254 0.16825477930967236,1.0 1.0,1.0 1.0
0.016804072110579 1.0,1.0 0.33837388067612145,0.45566672418476467 1.0
1.0 0.40188151026180485,0.9298145162596838 1.0,0.3598183010723281 0.5609908866667848
1.0 1.0,1.0 0.3571642316152894,1.0 0.605930184680418
0.2450704833357632 0.0008377393832095276,0.22856423062552836 1.0,1.0 0.8188149997534169
0.5806561390451296 0.4694930855679681,0.00799240027460966 1.0,0.36210517005029846 1.0
1.0 0.5385533085475107,0.3502075746159507 0.20504408286237877,1.0 1.0
1.0 0.575336102288249,0.104029442920579 1.0,0.0533127775588938 1.0
0.927167680664646 0.009962196480977896,0.42914349333901186 1.0,1.0 0.8064811027366956
0.2374623685882451 1.0,0.5327704416746762 0.8644809372057847,0.6293682848811085 0.34277704550328414
1.0 1.0,1.0 1.0,0.457385065836196 1.0
1.0 1.0,1.0 0.5608761813687253,1.0 0.5700230146375458
0.8682126625628952 1.0,1.0 1.0,0.4616923992243466 1.0
0.00011672863351028286 0.2600531066872498,1.0 1.0,1.0 0.16930063712187604
0.03900412853813784 1.0,1.0 1.0,1.0 1.0
0.5981977273854919 0.37828406182599905,0.10131419121542065 0.8744583919854283,1.0 0.038783050561073944
1.0 1.0,0.7510452501329852 0.08194161778353555,1.0 1.0
1.0 0.13122656737868799,0.8720235090363531 0.2747263836200802,0.1692989760353745 1.0
1.0 0.09341712917245534,1.0 1.0,0.7366483569669099 0.9962602708159892
0.7148010814357925 1.0,0.07237834143730822 0.12681561079647677,1.0 0.03799797647086389
1.0 1.0,1.0 1.0,0.23976180870231856 1.0
0.3263659564780614 1.0,0.48295741254982105 1.0,0.5618458291917652 1.0
0.07129971780804936 0.01706687292120329,1.0 1.0,1.0 0.7863574082565286
0.3547413580338397 0.2614368103636712,1.0 0.6034422873011183,0.9897299533486583 0.1195313108746108
0.8796219084173263 0.26563017360668045,0.26907072556289074 0.9722078437007767,0.3451440477953035 0.006003253190024215
0.16289518802976166 0.017959706896860966,0.17083979463680293 0.20002637122164668,0.0527454754542684 0.12039394449315698
0.3401014750175328 0.05030248769522523,0.6494679146428288 0.9299852770946117,1.0 0.5322490723617724
1.0 0.251897797101862,0.00016902937944019274 0.13179506503778265,0.5763658600043776 0.20234183167077877
