P_value_shallow,P_value_dnn1,P_value_dnn2
1.0 0.24224850667593556,0.2145252820940752 0.9543106632097831,0.25239097385237186 0.21422110783380055
0.6263901987808176 1.0,1.0 0.8677170061008785,0.5178609383623908 0.08055610738552967
0.5970364542176199 0.17626370429389573,0.8984927779551215 1.0,1.0 0.00020591712478871995
0.8275324911578137 0.06654290431618334,0.8730738789737847 0.5219862094129466,0.4709437687069805 0.0007304147952532098
0.9292721716817511 0.7019708155622365,0.003728693820529745 0.5060020103489922,0.028263456733235076 0.7878976241862639
0.027539550948021088 0.2822844601297891,1.0 1.0,1.0 1.0
1.0 0.39421675128321776,0.2709667342573753 0.27520652219697866,0.41892772323570227 0.8974760616598672
0.8430438482456142 0.16969289635056228,1.0 0.8826789785724067,0.16309721569749408 0.35655742522335354
0.257903672930599 0.019257341510387063,0.921964782301356 1.0,1.0 0.0765583397463532
0.11559505272238141 1.0,0.11038361807566666 1.0,0.6831058933411404 0.20448444673227698
1.0 1.0,0.40415299122438597 1.0,0.9648743418600043 0.3481797987714097
0.7378771625074493 0.6644636946019061,1.0 1.0,0.21051164920946402 0.020609403853052363
0.556925132139926 1.0,1.0 0.07979957998960134,0.681012224389771 0.3780398521276359
0.39940227764051 0.04846565553944933,1.0 1.0,0.8727642240686933 0.216835112483401
0.8647343195279793 0.6995517493857045,0.2708293839689527 1.674857062254047e-07,0.8898189490526272 0.39622055182678373
0.004438909740053247 0.03628480489689449,1.0 1.0,0.27164571539153093 0.20784762544361549
0.06920552932416293 0.06874063897886623,1.0 0.43877801424500357,0.7885524079649775 0.4958354080709543
1.0 1.0,0.6392675849246487 0.7731139620388225,0.6088037684201495 1.0
0.3340290697655569 0.32550001710717963,0.25672038099575245 1.0,0.6449063470002825 0.7137823672448638
0.4260403605947802 0.014378608575687634,0.6930210095177849 1.0,1.0 0.08885144371732595
1.0 0.4959873404972719,1.0 1.0,1.0 0.5797435695712987
0.13058706384312602 0.19982238726143553,0.26088342003184317 0.4068153182638772,1.0 1.0
0.4595717075345374 1.0,1.0 1.0,0.3216085213162545 0.7574027746682194
0.1116765077939473 0.5906148487465093,1.0 0.6759892353895246,1.0 0.28552834680691763
0.884614786042575 0.10333989034342525,0.3294419150410099 0.44457975307583425,0.8682032348525851 0.32329754499882785
0.478421254167812 1.0,0.08847066559470801 1.0,1.0 0.9420888509720263
1.0 1.0,1.0 1.0,0.5947597471716355 1.0
0.054133483174873286 1.0,1.0 0.008079107643708072,0.585781189815539 0.0713488393079615
1.0 0.530894231363251,0.5452825936240475 0.3516391886496328,0.9438407821386238 0.0002263760946212922
0.03868921784083227 0.23488104149261937,1.0 0.08741597860331218,0.41839505651462416 1.0
1.0 1.0,1.0 1.028682239114758e-05,1.0 1.0
0.9904657956165909 1.0,1.0 0.748188158578118,0.7932695362415924 0.506545200665613
1.0 1.0,1.0 1.0,0.6933790998655913 0.20500224554985852
1.0 1.0,1.0 0.2699931674896869,0.10304057006412992 0.8212002521568393
0.08618680717278893 0.6948169893609819,1.0 1.0,0.06425190641232681 0.9246783299395385
0.9504300216665633 0.8311275377208251,1.0 1.0,0.4573703034192461 0.4936105607497989
1.0 1.0,0.5852375479300496 1.0,0.5499984712390379 1.0
1.0 0.2494709510491246,0.9864900737186921 0.002371680693534422,1.0 0.007951865136106271
0.19884282775477968 0.05777122695283467,1.0 0.5402134946557275,0.5802490405492174 0.00026853686463880266
1.0 1.0,0.5497438067632386 1.0,0.6291307579633505 0.7890335975069669
0.1286049107802664 0.015854347604965804,1.0 0.3836914106827401,1.0 0.12995087031818456
1.0 0.3013707765005701,1.0 0.32685555963989327,1.0 0.8341331532539096
0.5840647741132491 1.0,1.0 0.7390084275563831,0.4602583423150707 0.03249177093361147
1.0 0.011612361921534833,0.3892536809692437 0.007412846103679282,1.0 0.32096522236370983
1.0 0.004383678158972941,0.9334086409552256 0.007800458829070794,0.7112418540070514 0.00031127578350586865
1.0 0.013986369353648023,0.40769802951552064 0.9218853946335318,0.9802417692722373 0.08529608494325167
1.0 1.0,0.6942343713349346 0.13314497255619845,0.3767027838182959 0.8790077096034181
1.0 0.008624111120884001,1.0 0.03296837757353333,1.0 0.08907620377005213
1.0 1.0,0.38103371475510556 0.16458474608032703,1.0 0.03177676548314586
1.0 1.0,0.9437377776217478 0.5183569012137172,0.9334963174725641 1.0
1.0 1.0,0.054750218291165983 0.07272914440013524,1.0 1.0
1.0 0.2081120513526128,0.24880993009545999 0.0027924308051907316,0.05460820684174415 0.15968967717114718
0.6864543952704973 0.5100005124898184,0.7097349042072199 0.3373777045347188,1.0 0.0006311775843156654
1.0 1.0,0.4949814274348786 0.31287765037152576,1.0 0.462511383307222
1.0 1.0,0.17951343113739074 0.28470249729200614,0.026066574058367167 0.004021281620477434
0.5160584558974204 1.0,1.0 1.0,0.6384495629246577 0.15152840396553385
1.0 0.08768199425814156,0.9227634203063797 0.11990986483503563,0.9352847300316461 0.6097324470446015
0.4363273052963081 0.24877203173777007,0.5762159760252701 5.80517723132298e-05,1.0 0.8524500060501228
1.0 0.12330192661059368,0.9051110517075671 0.3002144826520647,1.0 1.0
0.27976167404673447 8.560776168110891e-05,0.9106350687441096 0.09966226590811356,1.0 1.0
0.530447257860206 0.0011940705179967837,0.2916031554794098 2.361456717803209e-05,1.0 1.0
1.0 0.0015777056339507667,0.8304077221986774 1.0,0.16633491540761466 0.009267389566635129
1.0 5.0731231853004324e-05,0.31214443692362737 0.011211989055956821,1.0 1.0
0.0022287710836768554 0.4487876259409446,0.21387078652253783 0.7975096118161544,1.0 1.0
0.21890513591032895 0.4513982022100933,1.0 0.9311136394827539,1.0 1.0
1.0 1.0,1.0 1.0,1.0 0.08801718868307593
0.6686080702549637 0.07136285648825622,0.3047651359329859 1.0,0.13058048546147644 1.0
0.22050520046512084 1.0,0.1499204487366605 1.0,0.7631434289191059 1.0
0.09399049261094189 0.9745288305422735,1.0 0.5832182767143905,1.0 1.0
1.0 1.0,0.0013914544489759186 1.0,1.0 0.5006732497253309
1.0 0.9479470915480203,0.40575617994406427 0.6369349390158825,1.0 0.030515657068318873
1.0 1.0,0.040718169584915025 3.19780159375545e-05,0.8228767735779953 0.6416092092362652
0.7616807446356774 1.0,0.5858211979273853 1.0,1.0 0.03747010978940913
0.55838434446372 1.0,0.10773105117323632 0.1915195901245187,0.19390529523919392 0.23561995580060874
0.13849947571472299 1.0,1.0 0.5552185568515525,1.0 0.037703703861074585
1.0 0.8991090685175155,1.0 1.0,1.0 0.022933949150335114
1.0 0.8662950983013724,1.0 0.405395550931342,0.5668441029365288 0.5356925830252033
0.07131273223202277 0.0016165762580844978,0.6200416989502755 0.012728764992424086,1.0 0.0842064851215063
1.0 0.1535020516791694,0.6292599397228158 0.12005251109173606,1.0 0.5751377521788805
1.0 1.0,1.0 0.06415666220905687,1.0 0.009787156004410706
0.8274148924514382 1.0,0.5129339624885971 1.0,1.0 0.1699579955820905
1.0 0.5552497135004262,0.7947951252418455 0.001682809243871615,1.0 1.0
0.8626428686090828 0.42833427564738213,1.0 0.7622185348691759,0.42115334674301746 0.00040410686991656245
1.0 0.3961699402019553,1.0 1.0,0.9059088299060588 0.6513947722991716
0.9358419073649664 0.0016482279631079033,1.0 0.0022190970770846422,0.10681163528173686 0.001451962386804596
0.6729031091155642 0.7408275819634087,0.10585843907409573 0.8220939513717411,0.5892085767451261 0.33668970337631965
0.8352766470747917 0.02034647669158218,1.0 5.272967180384119e-07,0.6579648168960572 0.44614387356037105
1.0 0.038395368055854036,1.0 0.3124363673388391,1.0 0.11439289398898683
1.0 1.0,0.02051929089486088 0.32356649472994325,0.4892843379779496 0.21029345938253594
0.38804826323937974 0.12245575762970476,1.0 0.8460221354245285,0.4728659685865841 0.0011345629964226653
1.0 0.08125638352376127,1.0 1.0,1.0 0.30152481713717305
0.0417177507285075 0.01878681240273295,0.5584094688641849 0.017026226069311815,1.0 1.0
1.0 0.6042943722381968,1.0 0.9610728110634282,0.4867916974995642 0.6293721567697554
1.0 0.5791242922401199,1.0 0.2550011605906146,0.3007027481235757 1.0
0.6230051118136708 0.003764926757912783,1.0 1.0,1.0 0.051177571541871414
0.3437873327925848 1.0,0.056589175418723894 0.003450672112542768,0.8933250998308123 7.275274769900367e-05
1.0 0.34574082781175897,0.9046052396341788 0.08879075398730596,0.07938114220287018 0.06269664236120832
0.9346730890364048 0.09038848722910567,0.41311864724967967 0.2829783170596644,0.39536582260833963 0.9632435599738416
1.0 0.4577885487442216,0.24879980896622728 0.6373154903245288,0.4896139647862857 1.0
1.0 1.0,0.4499257641132887 0.8404439218996622,1.0 1.0
0.8673064655717071 0.001564154417936716,1.0 0.4735260705602038,0.42631292208459604 0.16659758667289332
1.0 2.7044421891237685e-05,1.0 1.0,0.04259765483363684 0.05324711368971933
0.946039536901612 1.989197993065201e-05,1.0 1.0,0.32470174125826 1.0
1.0 3.954112721691176e-05,1.0 1.0,0.10816051631419774 0.07331360850678814
0.5222428544776461 1.0,0.1662666802665197 0.03185764147043958,0.4448289686223201 0.229072040780952
1.0 1.0,1.0 0.0027708969272537695,1.0 0.2737432032374542
0.8355556712129404 0.27573076903443944,1.0 1.0,0.23077753748598248 0.1916985677801893
1.0 0.15207338664535833,1.0 0.05416177450740209,0.22051097867102992 0.43869410972993145
0.21764403139063682 0.2287834822332322,0.9118236036073905 0.05893512321226794,0.9774542137131441 0.08503421367785084
0.2291215613021868 0.02600202313732377,1.0 1.0,0.010881093704961932 0.2839201706892992
1.0 1.0,0.0035688429231172086 1.0,0.21434164784977386 0.773456214724386
0.4449477715985356 0.18108104554863788,0.7299835882722564 0.20168331991091004,0.10745644384265125 0.021561673416557674
0.4146195989833412 0.14085618879008285,0.06480403189364366 0.17207535626435927,0.6202134390631879 0.0006085672111559967
1.0 1.0,1.0 0.5784024719056564,0.00028095195954514775 1.0
1.0 0.5793944359358114,1.0 1.0,1.0 0.5393926393742298
0.2093553766580138 1.0,1.0 0.7036611361972536,0.7230528646106437 1.0
0.7384555648997609 0.01326548532965617,1.0 0.056825354500638706,0.7797673239154915 0.2516362804867623
0.06298006090876768 1.0,1.0 0.010484675843584765,0.1718631028256474 0.766073650751618
1.0 1.0,0.8912104820082468 0.22650486841623546,0.25139891723135105 0.054030263898714403
0.054043754576338754 0.013169842736147349,0.7012609433682746 0.18370764436603385,0.5238714516078282 0.038228284835094994
0.00451144476483938 0.00031180340869292627,0.40973033575532175 0.6837436236753831,0.2862257849347575 6.107247597237492e-05
1.0 0.01287134304114125,1.0 0.09452619409977683,0.04146700764349302 0.2884218744643459
1.0 1.0,0.11160606401584108 0.03580629241788923,1.0 0.7412891176359284
1.0 0.22859267243671158,0.4546261393702512 0.0032136927158883813,1.0 0.7545610101392112
1.0 0.058840051189263415,0.05380534764389561 1.0,0.47118349805589405 0.38890240405101656
0.004077399919739547 1.0,0.09242624745035183 0.17305286831072322,1.0 0.09589708766210675
0.6396230477790008 1.0,1.0 0.04043331881099114,0.021817051010976165 0.6360583984528065
1.0 0.12619830126766296,1.0 1.0,0.4861127370334785 0.01979721389219467
0.5144985548544814 1.0,1.0 1.0,0.7541886223451797 0.2724876075084272
1.0 0.5853315101698052,1.0 0.3345881726080581,0.06237489280855843 1.0
1.0 0.5859558141948618,1.0 1.0,0.23345288501913058 0.016482277132262604
0.6900240348118951 0.055970728052683105,1.0 0.3659760460166115,0.6771323835432219 0.1798447066970993
1.0 0.14114521890503437,0.009435777781362856 0.36986409564380807,1.0 0.6223818528841434
1.0 6.043704555968365e-06,1.0 0.009936818477575332,0.5942330283998554 0.01156819050325672
1.0 4.404391101144938e-05,0.007326046750648568 0.019811617745178832,0.9692968356074199 0.3496003587492816
0.822512406763785 0.9936867754704721,1.0 0.08959685393250914,1.0 1.0
1.0 0.16212929131873366,1.0 0.08186876961760388,1.0 0.8897209015501409
0.3167174621288941 0.16286969702417042,0.5054920422508686 0.2712096318348686,1.0 1.0
1.0 0.9917653663853316,0.6811075034915473 0.08792618078549408,1.0 0.3471844257801614
0.04213326811135945 0.02327575571036542,0.8582030008331574 0.2258082603663596,1.0 0.019105062730367554
0.18647815904976384 0.28144932266307193,0.4843880693989297 0.09565297058163413,0.7210915847126057 0.0723936787031352
1.0 0.0008088315841388114,0.34776241720294554 1.0,0.5039581018817841 0.24050918623266854
0.5773592160122665 1.0,1.0 0.0308218818525888,1.0 0.5064501038763343
0.44124733443802105 0.004902456638800129,0.4124602155186945 0.032186014401180976,1.0 0.052531349772888036
1.0 0.03321017447858747,1.0 0.0006469457803689525,0.46802058501123084 0.035037792639931745
0.06738220288028099 0.022456500812888393,0.41453496051159433 0.0002288901768695084,1.0 1.0
1.0 0.10790870489820932,1.0 0.029812045737685398,1.0 0.8317580271071758
1.0 0.8174787508803758,1.0 1.0,0.03399598678779055 0.0005303374995435787
0.5504689426285098 0.0005339617817222832,0.5415326566846543 0.001965966470950993,0.7363970524369048 1.0
1.0 0.06033196804513077,1.0 1.0,1.0 1.0
0.01885230825087271 0.1620024757123178,1.0 0.08692976323047831,1.0 0.05543196726336155
0.8954069915303042 0.6159358566127121,0.04297256543731778 0.1337932504390308,0.33107194679702023 0.05836775969451855
1.0 1.0,1.0 0.9339807723428644,1.0 0.656670996024687
1.0 0.10913940213724714,0.6354041867879351 0.06605885520828271,0.9155728141835024 1.0
0.05202325593528616 0.23428159494449097,1.0 1.0,1.0 0.039258207135151824
1.0 0.10686236608404136,1.0 0.9548721649958009,0.8426265269760875 0.27997424198999205
1.0 0.8681066714853758,1.0 1.0,1.0 0.8223408477166203
1.0 0.4969411051949201,0.7927841264518269 1.0,0.30061147202797894 1.0
0.020583291929655374 1.0,0.0037015804700618483 0.4863428720089573,0.1670007684577656 0.0063513666074241915
0.5684090670471227 0.8583245992402035,1.0 0.2847336477276651,1.0 0.020865440197990415
1.0 1.0,0.1644470221113279 0.1154299181728814,0.5024499233668535 0.022312873487277795
0.7974580941740772 0.26594889236594904,0.027200883533721444 0.6862346215016975,1.0 2.8621758286303536e-05
0.16526255622353517 0.014421022596407838,0.6935281289613048 0.7340231859591996,0.686231703349349 0.004625818532174699
1.0 1.0,0.4171481423611776 0.2693756183601499,0.7227251223354979 0.8413983674324259
0.7251740633712056 0.2568155550589909,0.5424252299468555 0.0023197335935788523,0.341087086372788 1.0
1.0 1.0,1.0 1.0,1.0 0.38042085944391124
1.0 0.6847765370486656,1.0 0.44879559398429775,0.24513408781451174 0.13351979198774167
0.003245033641123859 0.9998423322184917,1.0 0.6493552404890053,0.0005993793026153359 3.4300850156921563e-07
1.0 1.0,1.0 0.28893059526381176,1.0 0.688787579586185
1.0 0.2711817981435975,0.6757622410970217 1.0,0.7464122953593537 0.0056478404820399205
0.8907002789951575 0.6385699793059033,0.21161261659066 0.29488345270658356,0.061234008137182376 0.4325598199265814
0.6169117402373221 0.8493481454889482,1.0 1.0,0.7593838708203162 0.23832116362981953
1.0 0.04491639843004421,0.1805213030336971 0.8699231367795777,0.6105969946464418 0.9496010055866901
1.0 1.0,0.35871338085543514 0.1928500667362827,0.06904851854284308 0.6901710294307968
1.0 0.12893084602716479,0.030983489805421396 0.0777781205639072,1.0 0.5715971615792077
0.6479709996729918 0.7790973698462483,0.7969837115809523 0.8245909814886171,0.9379880208101905 0.014138458453517064
1.0 1.0,1.0 1.0,1.0 0.6360170246152843
0.706145989523197 0.2649507578270056,0.015609597526804127 0.0644260088749178,0.8229996687158462 0.5046048697409304
0.9592113369275657 0.4568588622127984,1.0 0.8663520732357303,0.6825008119320217 0.26040418711523966
0.5021496326656244 0.4043633888052186,1.0 1.0,0.8323460523539203 0.6610838583199143
1.0 0.0055843115079071935,0.13706517025398635 0.019056832520599074,0.8686059662286317 0.8733873424221592
1.0 0.28524270605623575,1.0 0.5415357532770841,0.7584859180841617 0.04942108334659289
1.0 1.0,0.7649224731829212 0.5915158725407343,0.018668239520744815 0.9434029488701924
1.0 0.0041498481331196345,0.025412309627349514 0.22017757998268664,1.0 1.0
0.10655132084228018 0.03019713175855796,1.0 0.871883987645903,1.0 0.053876638081191336
0.048319446965715385 1.0,0.06213096057550316 0.7423240585932986,1.0 0.4974569603680524
0.7697345242084035 0.017916643001936954,0.010631384930066011 0.9396781269766089,1.0 1.0
0.20832097411776837 0.295980107312054,0.2312222199108129 0.29180238931683056,1.0 0.09595165167551256
0.9717604234840067 0.051521753811517905,0.3339087312818547 0.1858751968522006,0.10307858640719181 0.05745575779646513
0.5593829139131157 0.12105327082027034,0.019248519966595885 0.9732663393181609,1.0 0.0008176711254945207
0.3044039373146959 1.0,1.0 1.0,0.018849965300108688 1.0
0.17474554096656694 0.02842979523131705,0.5440310551968519 0.9605215823576049,1.0 0.3605401119726187
1.0 0.29840991391394933,0.06869109682814808 1.0,1.0 0.933564863534509
1.0 0.9523374950526158,1.0 0.6121808972264502,1.0 0.9803981251492773
1.0 0.8983460623344353,0.027383199649536873 0.3103860100731216,1.0 1.0
1.0 0.10991901534289594,0.9200731971492241 1.0,1.0 1.0
1.0 1.0,0.007291560415895066 0.33682586317346674,0.7690001069499568 0.6980866947959286
0.0627998842696717 0.5206142217142569,0.40355176847986574 0.452246710674544,0.05733615729532819 0.8581766467202903
0.7771834595223459 0.5311701706230529,1.0 0.12162634396414507,1.0 0.024490558818221275
0.30846833148286334 0.1883186358781599,1.0 0.00033725523434210216,1.0 0.6750404967241573
1.0 0.5477004201501472,0.4494268774635579 0.2627984866919745,0.21128141706534997 0.11370209022992361
0.2255773505485606 1.0,0.9678252800987539 1.0,1.0 0.2165976302360806
1.0 0.019203273356087507,0.2813665792121425 0.019990772558114468,1.0 0.6191448489135644
1.0 1.0,0.5195872791367335 0.46950951212134534,0.6120747106245981 0.5650792651518124
0.10384179667054777 0.3487989058210812,1.0 1.0,1.0 0.21306044984406708
0.22348703913752638 0.396987730432169,0.000273318540792958 0.004956976172452611,1.0 1.0
1.0 0.3665378893877719,0.0682765052281847 1.0,1.0 0.366286926188136
0.2590704898693192 1.0,1.0 0.3177670855931018,0.22378239721171958 0.023522158715572082
1.0 1.0,1.0 0.09015260053532767,1.0 0.6782890469400451
1.0 0.4799036820657838,0.7317061280263581 0.7915123442587275,1.0 0.484049889985854
0.5270063196060281 0.0496720187857628,0.260654783546545 0.011665660159371842,1.0 0.9505078868479642
0.21696450451951377 0.751115828802837,1.0 0.8758710700148633,0.9491542309187471 1.0
0.3950510176268431 0.5656887132411372,1.0 1.0,1.0 0.5625404376060195
0.8079566257901838 0.6517994688717671,0.2993653420768966 0.06202080581816406,1.0 1.0
0.8946652327142863 0.27053255762787953,0.9568202657917402 0.0905029195071397,0.5785604031938838 0.4414648524673475
0.4906838855248097 1.0,0.8745830278508766 0.006398395837971674,1.0 0.3724100678296909
1.0 0.1136696081355788,0.00715537105363106 1.0,1.0 1.0
0.4356407070113427 0.5716283864533626,0.5891186559355968 0.032877436169964226,0.7021165646676997 0.4556985476658347
0.1392888529678523 0.12461198482128771,0.24825942369820825 0.05984263636404881,1.0 1.0
0.3206445966085529 8.277647145450262e-05,0.2753310963689636 0.8680296682963751,0.5382207406622752 0.13279697664992096
0.7629713304807253 0.6679132795296083,0.14807308938179667 0.031183346175349513,1.0 0.5949100102369255
0.7529324076183572 0.029842859724198353,0.672157594066092 0.011310090369634557,0.2885261634568642 0.3939645060600717
1.0 0.4075786768592375,0.050110698201732015 0.3148174990720257,1.0 0.036982413663143476
0.8743211658997841 0.3565143419342752,1.0 1.0,0.19375747510593347 0.3690892582478064
1.0 5.185117666984078e-05,0.4095006643105729 1.0,1.0 0.9492389738243389
0.14930930887264288 0.002807701247215991,1.0 1.0,1.0 1.0
0.13410573004976464 0.1668297287457129,0.3654503479978541 0.6975053783557841,0.763046236010734 1.0
1.0 0.010823556891111176,0.12388671403648104 0.04067746683149047,1.0 0.6430877731324377
0.38211744641783646 0.053677742304231134,1.0 0.1016268968796005,1.0 1.0
0.9256153142435722 1.0,0.3887101759289763 0.9694147837386794,1.0 0.16143278323030147
0.9958271561861518 1.0,1.0 0.11405549419504135,1.0 0.00530614653097016
1.0 1.0,1.0 1.0,0.6366017850540607 1.0
0.46028620249211655 0.00040148796786630106,1.0 0.236870716242912,1.0 1.0
0.42737564435134917 1.0,0.5157364744370418 0.012904486650705888,1.0 0.030966921109446516
0.8612884872620691 0.0017382651485744745,1.0 0.028929332290803474,0.08179238697260613 0.002189562255956703
1.0 0.9814375594108709,0.7687727207014678 0.011786783549211654,1.0 0.4575347016787539
0.2071789299534829 0.03582898793728438,0.7769388648858493 1.0,1.0 0.12248961152263285
0.04500392167428543 0.819195970025473,0.3512507933243848 0.3392627464647501,1.0 0.3811437563512298
0.2898700386892167 0.9173538531579729,1.0 0.1344127140408411,1.0 0.01986207576280297
1.0 0.0032698409878745144,0.5646858313750434 0.5775253556996574,0.5601645801555388 0.35691755190589736
0.27375402693585604 0.3376320449281761,0.8985016074469776 0.0019753343495105546,1.0 0.25877800891607394
1.0 0.3999110959395218,0.8282365462910897 0.07951795317608933,1.0 0.14904735477212666
0.44324915838345536 0.37736049654277887,1.0 0.28486297948538125,1.0 1.0
0.18236048477228067 0.10057979599557781,0.5594083347391535 0.02172044836730297,0.7459244704843006 0.22884263460702203
0.8406571042475203 0.10468383313257149,1.0 0.7977256989818431,1.0 1.0
1.0 0.9742517040907437,0.7496281558044811 0.3520605353320088,1.0 0.006479290160189937
0.006192419730954276 0.3955649739310157,1.0 0.15751793607927383,0.6903385491256349 0.6851752171587266
1.0 1.0,0.5081295953820287 0.014104862944129697,1.0 1.0
0.38679952940097595 0.16868853734142975,0.665086301074423 0.023529161321636086,1.0 0.7112836426386078
1.0 1.0,1.0 0.1401049252637465,0.5840696539234635 1.1911578524333475e-05
1.0 0.974826412300718,1.0 1.0,0.5697134814053889 0.9799549057848134
1.0 1.0,1.0 1.0,1.0 0.4663743258700311
1.0 0.540417404369828,0.039833123184327746 0.027919582817736998,0.0743422232514377 1.0
1.0 0.08589283843651532,1.0 1.0,1.0 0.1680896610076035
1.0 0.7355302718722443,1.0 1.0,1.0 1.0
1.0 1.0,0.2212296266528202 0.7400202823559587,0.03886641821823594 0.09284507070602172
0.2688600379978278 1.0,0.9497509986171706 1.0,0.7581844286181132 0.9857394960310282
0.8664949400987638 0.10381032645061164,1.0 0.9817757931042622,0.2863203078398032 1.0
1.0 1.0,1.0 0.31463433166562305,0.02456421734572719 0.0020876205263376337
1.0 1.0,1.0 0.1275695469595714,1.0 0.7741207327405506
0.21203844480331008 0.8876812361214609,0.9868314103101171 1.0,0.4467470563095502 0.1352570439388192
1.0 0.014483437975338465,0.08415730144067399 0.1410982950063018,0.8254441881618186 0.6607967420421876
1.0 0.002641252855023947,0.790469797313383 1.0,1.0 1.0
0.9118248465743879 1.0,0.011274784878763579 0.08680909543631515,0.0028056444205748574 0.5459194654919479
1.0 0.9596981333891913,1.0 0.6201853224742158,0.40355845250976247 0.4005696433237033
1.0 0.13477900883855487,1.0 1.0,0.8588142982217319 0.15670211457578884
0.19765882587609376 0.9477907521992187,0.11612420555823741 0.9087700322043045,0.7642729095102796 0.004457882424955657
0.44827900238802026 0.6979210575074697,0.21673344589769994 0.7288403191557946,0.5336836863809387 0.1597473117775615
1.0 0.564123432294952,1.0 0.8197507404292735,1.0 1.0
1.0 0.19382835728726922,0.3062270968315813 0.48853121141265654,1.0 0.7218419996088588
1.0 0.6409696820242597,0.03594850428927169 0.09298416243312653,1.0 0.19222703474176972
1.0 0.4453192216442104,1.0 1.0,0.10613924207690226 0.27200997097619506
1.0 0.0033911250589219195,0.5258332566873012 0.10880018808516856,0.4770166125406332 1.0
1.0 0.3627132205098502,0.6862621152094968 1.0,0.839845736236725 1.0
1.0 0.019831352189814747,0.0032014451518516066 0.15351393834719057,1.0 1.0
0.8621649260129879 0.6724215140708358,1.0 0.4008479287463669,0.7367461550316607 0.05959503035604599
1.0 0.4883974861468164,1.0 0.9122986595578615,0.5410752711575431 0.08476994666028176
1.0 1.0,1.0 0.6648184093564743,0.5038250516237224 0.9175683755954281
1.0 0.3659512684279535,1.0 0.006338532571756594,0.08986903390661098 1.0
1.0 0.032812143719073095,1.0 1.0,0.5489254748025079 0.031008688320954485
1.0 0.8391329903500593,1.0 0.4830380645483326,1.0 0.9291333722909807
1.0 0.08469972889825411,1.0 1.0,1.0 0.8275130822208191
1.0 1.0,0.041326252050654266 0.09427987347268656,1.0 1.0
0.04354521869066858 1.0,1.0 1.0,1.0 1.0
0.22679348142007624 1.0,0.9213939097021274 0.8485757410566217,0.7826136956129405 0.07415651201455087
1.0 0.54144625667785,0.16604873228557623 0.03238132482481691,1.0 1.0
0.15043163647226407 0.34070899869372695,0.7599030772354642 0.5615498232014229,1.0 0.16528414193307334
1.0 6.30018458899576e-06,0.17527386018699775 0.3697990337906415,1.0 0.002600944563056433
1.0 0.5479349008237143,1.0 1.0,1.0 0.4668821495950517
1.0 0.6969046381273141,1.0 1.0,0.09330598222994799 0.3960894886580305
0.44483652318970074 0.8388741003801674,1.0 1.0,0.8601602232313461 0.4218041411802487
0.7212555845768485 1.0,0.3983592798499364 0.42713388407718716,1.0 0.7850148788595315
0.24075200275953534 0.24910684791849214,1.0 1.0,1.0 0.06041029528667022
1.0 0.4399139035040309,0.7100944312900277 0.9493064852395687,0.3305677161459525 1.0
1.0 0.2989850778487174,0.15847493043217029 1.0,1.0 0.13919547137070132
1.0 1.0,1.0 1.0,0.03568905858050547 0.07927438528166056
0.8932976402975275 0.01790944319988157,1.0 0.12604146447219525,1.0 0.5785969547767371
0.005576961498438993 0.5949090494090944,1.0 0.017080062448899008,0.8964641850624577 0.8456734243826065
1.0 0.015552114051280142,1.0 0.16430317675830242,0.7995937051160158 0.17841465328652373
0.03310694197732818 1.0,1.0 1.0,1.0 1.0
1.0 0.21166112275378685,1.0 1.0,1.0 0.8094895883140044
1.0 0.5954981938048339,1.0 0.952339426962233,0.9520081567640879 0.3847011186421232
1.0 1.0,0.3014413337918305 1.0,1.0 0.1620897263473193
0.8465865616726016 0.00677377473388437,1.0 0.10693150569931728,0.0429787889500914 0.02245225792100798
0.36244319721837104 0.09151968499042347,1.0 0.1379515936198247,1.0 0.13658222869978653
0.8319105646388951 0.13846192251914227,1.0 4.833954737489242e-05,1.0 1.0
0.8273617648163705 0.23127349325634328,1.0 0.01788887056875703,0.4814949788860928 0.16832826792820132
0.5553632061364332 0.8405785060349216,0.5136175093083517 0.191995760932267,1.0 0.21489640821860156
1.0 0.07325109377409894,1.0 0.13422052829757902,0.6626984471039017 0.31264401071759884
0.71141208133774 0.8475546365559324,1.0 0.002561025200677945,1.0 1.0
0.31593716172401237 0.523736744762844,1.0 1.0,0.1381280764884816 1.0
1.0 1.0,0.2425970411289704 0.4748085059714077,1.0 0.4361546068051213
0.15848186973072928 0.009885748755869788,1.0 1.0,1.0 0.4544733678568936
1.0 0.03960350881639476,0.7147192465330634 1.0,1.0 0.2916203612041003
1.0 0.057509459752914965,1.0 0.01574288872366996,0.7068063592489497 0.9996631563884415
1.0 1.0,0.2763440931209625 1.0,0.9225783495002804 1.0
1.0 1.0,1.0 0.7325622873368227,1.0 0.223488546064271
1.0 1.0,1.0 1.0,1.0 0.9560197702190216
1.0 1.0,1.0 1.0,0.5271584713306077 0.2652835245137568
0.3201558535248687 1.0,1.0 0.5534302665725228,0.6348789737673257 1.0
0.7495308399289062 0.0037701612197379147,0.21459181078177414 0.9426100841988714,1.0 0.8477674728336172
1.0 0.6353199169983956,1.0 0.3987745296528195,1.0 0.00716928203278943
1.0 1.0,0.45113315275185606 0.041547413820465076,0.19017684452826605 0.015298924382539731
1.0 1.0,1.0 0.8919928727360997,1.0 0.8243117242693901
0.45526690061705566 0.36569097073995505,1.0 1.0,1.0 0.7956893649496417
